scenario_id,decision_type,architecture,model,run,failed_criteria,total_scenarios,total_api_calls,total_latency_ms,total_tokens_input,total_tokens_output,successful_calls,failed_calls,successful_scenarios,failed_scenarios,EXTRACTION_INVALID_JSON,FAILED_MISSING_SCORE,FAILED_OUT_OF_BOUNDS,FAILED_INVALID_SCORE_TYPE,FAILED_API_EXHAUSTED,FAILED_UNKNOWN,avg_latency_ms,scenario_success_rate,FAILED_EXTRACTION_NON_JSON_WRAPPER,FAILED_EXTRACTION_INVALID_DECISION_TYPE,FAILED_EXTRACTION_INVALID_CALCULATOR,FAILED_EXTRACTION_MISSING_PARAMETERS,FAILED_EXTRACTION_INVALID_PARAMETERS,FAILED_EXTRACTION_DECISION_TYPE_MISMATCH,FAILED_EXTRACTION_EXCEPTION,FAILED_GROUND_TRUTH_CALCULATION_EXCEPTION,FAILED_GROUND_TRUTH_MISSING_KEY,success_rate
41,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
43,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
43,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
43,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
47,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
47,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
47,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
48,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
48,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
48,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
51,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
51,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
51,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
62,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
62,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
62,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
64,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
64,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
64,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
69,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
69,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
69,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,1,energy_cost_environmental_comfort_practicality,195,195,226046.5862751007,98635,24314,170,25,170,25,0,,,,0,0,1159.2132629492344,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.8717948717948718
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
3,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
5,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
8,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
8,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
8,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
9,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
9,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
9,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
11,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
11,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
11,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
14,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
16,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
16,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
16,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
18,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
18,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
18,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
20,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
20,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
20,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
22,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
22,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
22,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
24,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
24,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
24,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
25,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
28,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
35,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
35,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
35,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
36,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
36,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
36,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
37,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
37,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
37,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
40,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
45,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
49,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
49,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
49,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
50,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
50,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
50,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
59,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
61,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
61,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
61,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
63,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
63,HVAC,LLM-Parameterized_Reference_Scoring,gptoss,2,energy_cost_environmental_comfort_practicality,195,195,224506.90031051636,98635,24042,169,26,169,26,0,,,,0,0,1151.3174374898274,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.8666666666666667
