model,arm,source_run,decision_type,scenario_id,failed,kendall_tau,top1,mae
deepseek,extracted_per_run,shippedrun_04,Shower,174,False,1.0,1.0,0.08916666666666666
deepseek,extracted_per_run,shippedrun_05,Shower,174,False,1.0,1.0,0.08916666666666666
deepseek,order_control,control_01,Shower,174,False,1.0,1.0,0.06416666666666665
deepseek,order_control,control_02,Shower,174,False,1.0,1.0,0.06416666666666665
deepseek,order_control,control_03,Shower,174,False,1.0,1.0,0.06416666666666665
deepseek,order_reversed,reversed_01,Shower,174,False,1.0,1.0,0.06416666666666665
deepseek,order_reversed,reversed_02,Shower,174,False,1.0,1.0,0.06416666666666665
deepseek,order_reversed,reversed_03,Shower,174,False,1.0,1.0,0.08916666666666666
deepseek,order_reversed,reversed_04,Shower,174,False,1.0,1.0,0.08916666666666666
deepseek,order_reversed,reversed_05,Shower,174,False,1.0,1.0,0.08916666666666666
deepseek,extracted,,Shower,175,False,1.0,1.0,0.010000000000000004
deepseek,default_params,,Shower,175,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,175,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,175,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_03,Shower,175,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,175,False,1.0,1.0,0.04916666666666666
deepseek,extracted_per_run,shippedrun_05,Shower,175,False,1.0,1.0,0.0
deepseek,order_control,control_01,Shower,175,False,1.0,1.0,0.04916666666666666
deepseek,order_control,control_02,Shower,175,False,1.0,1.0,0.0
deepseek,order_control,control_03,Shower,175,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,175,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,175,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,175,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,175,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,175,False,1.0,1.0,0.0
deepseek,extracted,,Shower,176,False,1.0,1.0,0.0
deepseek,default_params,,Shower,176,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,176,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,176,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_03,Shower,176,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,176,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,176,False,1.0,1.0,0.0
deepseek,order_control,control_01,Shower,176,False,1.0,1.0,0.0725
deepseek,order_control,control_02,Shower,176,False,1.0,1.0,0.0
deepseek,order_control,control_03,Shower,176,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,176,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,176,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,176,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,176,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,176,False,1.0,1.0,0.0
deepseek,extracted,,Shower,177,False,0.33333333333333337,0.0,0.07083333333333332
deepseek,default_params,,Shower,177,False,1.0,1.0,0.06
deepseek,extracted_per_run,shippedrun_01,Shower,177,False,0.33333333333333337,0.0,0.04416666666666667
deepseek,extracted_per_run,shippedrun_02,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_03,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_04,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_05,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_01,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_02,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_03,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_01,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_02,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_03,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_04,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_05,Shower,177,False,0.33333333333333337,0.0,0.08
deepseek,extracted,,Shower,178,False,1.0,1.0,0.014166666666666673
deepseek,default_params,,Shower,178,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,178,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,178,False,1.0,1.0,0.06
deepseek,extracted_per_run,shippedrun_03,Shower,178,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,178,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,178,False,1.0,1.0,0.024999999999999998
deepseek,order_control,control_01,Shower,178,False,1.0,1.0,0.0
deepseek,order_control,control_02,Shower,178,False,1.0,1.0,0.0
deepseek,order_control,control_03,Shower,178,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,178,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,178,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,178,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,178,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,178,False,1.0,1.0,0.0
deepseek,extracted,,Shower,179,False,1.0,1.0,0.0
deepseek,default_params,,Shower,179,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,179,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,179,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_03,Shower,179,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,extracted_per_run,shippedrun_05,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_control,control_01,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_control,control_02,Shower,179,False,0.33333333333333337,0.0,0.06333333333333334
deepseek,order_control,control_03,Shower,179,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_reversed,reversed_02,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_reversed,reversed_03,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_reversed,reversed_04,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,order_reversed,reversed_05,Shower,179,False,0.33333333333333337,0.0,0.024999999999999998
deepseek,extracted,,Shower,180,False,1.0,1.0,0.06999999999999999
deepseek,default_params,,Shower,180,False,1.0,1.0,0.09749999999999999
deepseek,extracted_per_run,shippedrun_01,Shower,180,False,1.0,1.0,0.04999999999999999
deepseek,extracted_per_run,shippedrun_02,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,extracted_per_run,shippedrun_03,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,extracted_per_run,shippedrun_04,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,extracted_per_run,shippedrun_05,Shower,180,False,1.0,1.0,0.09749999999999999
deepseek,order_control,control_01,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_control,control_02,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_control,control_03,Shower,180,False,1.0,1.0,0.11249999999999999
deepseek,order_reversed,reversed_01,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_reversed,reversed_02,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_reversed,reversed_03,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_reversed,reversed_04,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,order_reversed,reversed_05,Shower,180,False,1.0,1.0,0.07416666666666667
deepseek,extracted,,Shower,181,False,1.0,1.0,0.13416666666666666
deepseek,default_params,,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,extracted_per_run,shippedrun_01,Shower,181,False,1.0,1.0,0.04666666666666667
deepseek,extracted_per_run,shippedrun_02,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,extracted_per_run,shippedrun_03,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,extracted_per_run,shippedrun_04,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,extracted_per_run,shippedrun_05,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_control,control_01,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_control,control_02,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_control,control_03,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_reversed,reversed_01,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_reversed,reversed_02,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_reversed,reversed_03,Shower,181,False,1.0,1.0,0.04666666666666667
deepseek,order_reversed,reversed_04,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,order_reversed,reversed_05,Shower,181,False,1.0,1.0,0.15416666666666665
deepseek,extracted,,Shower,182,False,0.33333333333333337,1.0,0.03250000000000001
deepseek,default_params,,Shower,182,False,1.0,1.0,0.03833333333333333
deepseek,extracted_per_run,shippedrun_01,Shower,182,False,0.33333333333333337,1.0,0.014999999999999994
deepseek,extracted_per_run,shippedrun_02,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,extracted_per_run,shippedrun_03,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,extracted_per_run,shippedrun_04,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,extracted_per_run,shippedrun_05,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_control,control_01,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_control,control_02,Shower,182,False,0.33333333333333337,1.0,0.059166666666666666
deepseek,order_control,control_03,Shower,182,False,0.33333333333333337,1.0,0.059166666666666666
deepseek,order_reversed,reversed_01,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_reversed,reversed_02,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_reversed,reversed_03,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_reversed,reversed_04,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,order_reversed,reversed_05,Shower,182,False,0.33333333333333337,1.0,0.0375
deepseek,extracted,,Shower,183,False,1.0,1.0,0.021666666666666667
deepseek,default_params,,Shower,183,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,183,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,183,False,1.0,1.0,0.040000000000000015
deepseek,extracted_per_run,shippedrun_03,Shower,183,False,1.0,1.0,0.040000000000000015
deepseek,extracted_per_run,shippedrun_04,Shower,183,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,183,False,1.0,1.0,0.054166666666666675
deepseek,order_control,control_01,Shower,183,False,1.0,1.0,0.040000000000000015
deepseek,order_control,control_02,Shower,183,False,1.0,1.0,0.0
deepseek,order_control,control_03,Shower,183,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,183,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,183,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,183,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,183,False,1.0,1.0,0.040000000000000015
deepseek,order_reversed,reversed_05,Shower,183,False,1.0,1.0,0.0
deepseek,extracted,,Shower,184,False,0.33333333333333337,0.0,0.11249999999999998
deepseek,default_params,,Shower,184,False,1.0,1.0,0.09583333333333333
deepseek,extracted_per_run,shippedrun_01,Shower,184,False,0.33333333333333337,0.0,0.08749999999999998
deepseek,extracted_per_run,shippedrun_02,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,extracted_per_run,shippedrun_03,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,extracted_per_run,shippedrun_04,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,extracted_per_run,shippedrun_05,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_control,control_01,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_control,control_02,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_control,control_03,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_reversed,reversed_01,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_reversed,reversed_02,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_reversed,reversed_03,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_reversed,reversed_04,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,order_reversed,reversed_05,Shower,184,False,0.33333333333333337,0.0,0.11916666666666664
deepseek,extracted,,Shower,185,False,1.0,1.0,0.0
deepseek,default_params,,Shower,185,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,185,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,185,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_03,Shower,185,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,185,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,185,False,1.0,1.0,0.0
deepseek,order_control,control_01,Shower,185,False,1.0,1.0,0.0
deepseek,order_control,control_02,Shower,185,False,0.33333333333333337,0.0,0.04083333333333334
deepseek,order_control,control_03,Shower,185,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,185,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,185,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,185,False,0.33333333333333337,0.0,0.04083333333333334
deepseek,order_reversed,reversed_04,Shower,185,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,185,False,1.0,1.0,0.0
deepseek,extracted,,Shower,186,False,1.0,1.0,0.06166666666666665
deepseek,default_params,,Shower,186,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,186,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,186,False,1.0,1.0,0.06999999999999998
deepseek,extracted_per_run,shippedrun_03,Shower,186,False,1.0,1.0,0.06999999999999998
deepseek,extracted_per_run,shippedrun_04,Shower,186,False,1.0,1.0,0.06999999999999998
deepseek,extracted_per_run,shippedrun_05,Shower,186,False,1.0,1.0,0.06999999999999998
deepseek,order_control,control_01,Shower,186,False,1.0,1.0,0.0
deepseek,order_control,control_02,Shower,186,False,1.0,1.0,0.06999999999999998
deepseek,order_control,control_03,Shower,186,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,186,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,186,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,186,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,186,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,186,False,1.0,1.0,0.0
deepseek,extracted,,Shower,187,False,1.0,1.0,0.022499999999999992
deepseek,default_params,,Shower,187,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,187,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,187,False,1.0,1.0,0.061666666666666675
deepseek,extracted_per_run,shippedrun_03,Shower,187,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,187,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,187,False,1.0,1.0,0.04916666666666666
deepseek,order_control,control_01,Shower,187,False,1.0,1.0,0.0
deepseek,order_control,control_02,Shower,187,False,1.0,1.0,0.061666666666666675
deepseek,order_control,control_03,Shower,187,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,187,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,187,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,187,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,187,False,1.0,1.0,0.04916666666666666
deepseek,order_reversed,reversed_05,Shower,187,False,1.0,1.0,0.0
deepseek,extracted,,Shower,188,False,0.33333333333333337,0.0,0.07083333333333332
deepseek,default_params,,Shower,188,False,1.0,1.0,0.06
deepseek,extracted_per_run,shippedrun_01,Shower,188,False,0.33333333333333337,0.0,0.022499999999999996
deepseek,extracted_per_run,shippedrun_02,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_03,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_04,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,extracted_per_run,shippedrun_05,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_01,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_02,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_control,control_03,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_01,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_02,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_03,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_04,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,order_reversed,reversed_05,Shower,188,False,0.33333333333333337,0.0,0.08
deepseek,extracted,,Shower,189,False,0.33333333333333337,1.0,0.02166666666666665
deepseek,default_params,,Shower,189,False,-0.33333333333333337,0.0,0.03166666666666668
deepseek,extracted_per_run,shippedrun_01,Shower,189,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,extracted_per_run,shippedrun_03,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,extracted_per_run,shippedrun_04,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,extracted_per_run,shippedrun_05,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_control,control_01,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_control,control_02,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_control,control_03,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_reversed,reversed_01,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_reversed,reversed_02,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_reversed,reversed_03,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_reversed,reversed_04,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,order_reversed,reversed_05,Shower,189,False,0.33333333333333337,1.0,0.026666666666666655
deepseek,extracted,,Shower,190,False,1.0,1.0,0.00833333333333334
deepseek,default_params,,Shower,190,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,190,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,190,False,0.33333333333333337,0.0,0.02250000000000001
deepseek,extracted_per_run,shippedrun_03,Shower,190,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,190,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,190,False,0.33333333333333337,0.0,0.02250000000000001
deepseek,order_control,control_01,Shower,190,False,1.0,1.0,0.0
deepseek,order_control,control_02,Shower,190,False,1.0,1.0,0.0
deepseek,order_control,control_03,Shower,190,False,0.33333333333333337,0.0,0.02250000000000001
deepseek,order_reversed,reversed_01,Shower,190,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,190,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,190,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,190,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,190,False,1.0,1.0,0.0
deepseek,extracted,,Shower,191,False,1.0,1.0,0.006666666666666672
deepseek,default_params,,Shower,191,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_01,Shower,191,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_02,Shower,191,False,0.33333333333333337,0.0,0.02416666666666668
deepseek,extracted_per_run,shippedrun_03,Shower,191,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_04,Shower,191,False,1.0,1.0,0.0
deepseek,extracted_per_run,shippedrun_05,Shower,191,False,1.0,1.0,0.0
deepseek,order_control,control_01,Shower,191,False,0.33333333333333337,0.0,0.02416666666666668
deepseek,order_control,control_02,Shower,191,False,-1.0,0.0,0.04916666666666667
deepseek,order_control,control_03,Shower,191,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_01,Shower,191,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_02,Shower,191,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_03,Shower,191,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_04,Shower,191,False,1.0,1.0,0.0
deepseek,order_reversed,reversed_05,Shower,191,False,1.0,1.0,0.0
deepseek,extracted,,Shower,192,False,-0.33333333333333337,0.0,0.023333333333333317
deepseek,default_params,,Shower,192,False,0.33333333333333337,1.0,0.03333333333333335
deepseek,extracted_per_run,shippedrun_01,Shower,192,False,-0.33333333333333337,0.0,0.010000000000000009
deepseek,extracted_per_run,shippedrun_02,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,extracted_per_run,shippedrun_03,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,extracted_per_run,shippedrun_04,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,extracted_per_run,shippedrun_05,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_control,control_01,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_control,control_02,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_control,control_03,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_reversed,reversed_01,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_reversed,reversed_02,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_reversed,reversed_03,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_reversed,reversed_04,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,order_reversed,reversed_05,Shower,192,False,-0.33333333333333337,0.0,0.027499999999999986
deepseek,extracted,,Shower,193,False,-0.33333333333333337,0.0,0.04916666666666666
deepseek,default_params,,Shower,193,False,-1.0,0.0,0.13499999999999998
deepseek,extracted_per_run,shippedrun_01,Shower,193,False,-1.0,0.0,0.06999999999999999
deepseek,extracted_per_run,shippedrun_02,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,extracted_per_run,shippedrun_03,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,extracted_per_run,shippedrun_04,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,extracted_per_run,shippedrun_05,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_control,control_01,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_control,control_02,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_control,control_03,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_reversed,reversed_01,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_reversed,reversed_02,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_reversed,reversed_03,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_reversed,reversed_04,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,order_reversed,reversed_05,Shower,193,False,0.33333333333333337,0.0,0.04333333333333333
deepseek,extracted,,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,default_params,,Shower,194,False,1.0,1.0,0.08833333333333333
deepseek,extracted_per_run,shippedrun_01,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,extracted_per_run,shippedrun_02,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,extracted_per_run,shippedrun_03,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,extracted_per_run,shippedrun_04,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,extracted_per_run,shippedrun_05,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_control,control_01,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_control,control_02,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_control,control_03,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_reversed,reversed_01,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_reversed,reversed_02,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_reversed,reversed_03,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_reversed,reversed_04,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,order_reversed,reversed_05,Shower,194,False,-0.33333333333333337,0.0,0.08833333333333333
deepseek,extracted,,Shower,195,False,-1.0,0.0,0.027500000000000007
deepseek,default_params,,Shower,195,False,1.0,1.0,0.03583333333333333
deepseek,extracted_per_run,shippedrun_01,Shower,195,False,-0.33333333333333337,0.0,0.013333333333333345
deepseek,extracted_per_run,shippedrun_02,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,extracted_per_run,shippedrun_03,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,extracted_per_run,shippedrun_04,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,extracted_per_run,shippedrun_05,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_control,control_01,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_control,control_02,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_control,control_03,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_reversed,reversed_01,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_reversed,reversed_02,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_reversed,reversed_03,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_reversed,reversed_04,Shower,195,False,-1.0,0.0,0.03250000000000001
deepseek,order_reversed,reversed_05,Shower,195,False,-1.0,0.0,0.03250000000000001
gemini,extracted,,HVAC,1,False,1.0,1.0,0.004999999999999986
gemini,default_params,,HVAC,1,False,1.0,1.0,0.01166666666666664
gemini,extracted_per_run,shippedrun_01,HVAC,1,False,1.0,1.0,0.009999999999999972
gemini,extracted_per_run,shippedrun_02,HVAC,1,False,1.0,1.0,0.011666666666666659
gemini,extracted_per_run,shippedrun_03,HVAC,1,False,1.0,1.0,0.009166666666666656
gemini,extracted_per_run,shippedrun_04,HVAC,1,False,1.0,1.0,0.009166666666666656
gemini,extracted_per_run,shippedrun_05,HVAC,1,False,1.0,1.0,0.009166666666666656
gemini,order_control,control_01,HVAC,1,False,1.0,1.0,0.009999999999999972
gemini,order_control,control_02,HVAC,1,False,1.0,1.0,0.011666666666666659
gemini,order_control,control_03,HVAC,1,False,1.0,1.0,0.009166666666666656
gemini,order_reversed,reversed_01,HVAC,1,False,1.0,1.0,0.011666666666666659
