number_id,value,where_in_paper,quoted_context,source_file,source_sheet_or_column,computing_script,model,decision_type,basis_notes,status
D1_gain_tau_vs_FDtime_qwen_Appliance,-0.053,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (qwen, Appliance)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,qwen,Appliance,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_qwen_Shower,+0.018,paper/paper_draft_v2.tex:808 (new paragraph) / paper/supplementary.tex:1334 (new subsection),"A_H tau minus lookup tau, like-for-like (qwen, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_LU,Analysis/pass5/d1_lookup_baseline.py,qwen,Shower,per run: A_H tau on the scenarios that run scored minus LU tau on the same scenarios; mean of 5 runs,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_FDtime_qwen_Shower,+0.051,paper/supplementary.tex:1334 (new subsection),"A_H tau minus FD+time tau, like-for-like (qwen, Shower)",Analysis/pass5/d1_ah_gain_like_for_like.csv,gain_tau_vs_FD+time,Analysis/pass5/d1_lookup_baseline.py,qwen,Shower,same like-for-like basis,new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_CI95_deepseek,"[-0.057, 0.000]",paper/supplementary.tex:1334 (new subsection),"95% paired bootstrap CI of A_H minus LU tau, deepseek",Analysis/pass5/d1_bootstrap_ci_gain.csv,ci95_lo/ci95_hi,Analysis/pass5/d1_bootstrap_ci.py,deepseek,Overall,"per-scenario run-mean basis, 10,000 scenario resamples; mean differs slightly from like-for-like for GPT-OSS",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_CI95_gemini,"[-0.025, 0.023]",paper/supplementary.tex:1334 (new subsection),"95% paired bootstrap CI of A_H minus LU tau, gemini",Analysis/pass5/d1_bootstrap_ci_gain.csv,ci95_lo/ci95_hi,Analysis/pass5/d1_bootstrap_ci.py,gemini,Overall,"per-scenario run-mean basis, 10,000 scenario resamples; mean differs slightly from like-for-like for GPT-OSS",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_CI95_gptoss,"[-0.050, 0.008]",paper/supplementary.tex:1334 (new subsection),"95% paired bootstrap CI of A_H minus LU tau, gptoss",Analysis/pass5/d1_bootstrap_ci_gain.csv,ci95_lo/ci95_hi,Analysis/pass5/d1_bootstrap_ci.py,gptoss,Overall,"per-scenario run-mean basis, 10,000 scenario resamples; mean differs slightly from like-for-like for GPT-OSS",new (proposed in D1_REPORT.md; not yet in paper)
D1_gain_tau_vs_LU_CI95_qwen,"[-0.100, 0.009]",paper/supplementary.tex:1334 (new subsection),"95% paired bootstrap CI of A_H minus LU tau, qwen",Analysis/pass5/d1_bootstrap_ci_gain.csv,ci95_lo/ci95_hi,Analysis/pass5/d1_bootstrap_ci.py,qwen,Overall,"per-scenario run-mean basis, 10,000 scenario resamples; mean differs slightly from like-for-like for GPT-OSS",new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_kendall_tau_deepseek,0.448,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, kendall_tau, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_kendall_tau_deepseek,-0.085,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), kendall_tau, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_top1_deepseek,0.0403,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, top1, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_top1_deepseek,-0.077,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), top1, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_mae_deepseek,0.256,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, mae, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_mae_deepseek,0.133,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), mae, deepseek",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,deepseek,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_kendall_tau_gemini,0.339,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, kendall_tau, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_kendall_tau_gemini,0.001,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), kendall_tau, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_top1_gemini,0.774,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, top1, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_top1_gemini,-0.015,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), top1, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_mae_gemini,0.633,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, mae, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_mae_gemini,0.063,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), mae, gemini",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gemini,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_kendall_tau_gptoss,0.989,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, kendall_tau, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_kendall_tau_gptoss,-0.077,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), kendall_tau, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_top1_gptoss,1,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, top1, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_top1_gptoss,-0.076,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), top1, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_mae_gptoss,0.00267,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, mae, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_mae_gptoss,0.219,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), mae, gptoss",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,gptoss,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_kendall_tau_qwen,1,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, kendall_tau, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_kendall_tau_qwen,-0.093,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), kendall_tau, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_top1_qwen,0.41,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, top1, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_top1_qwen,-0.097,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), top1, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_pHolm_AH_vs_LU_mae_qwen,0.000331,paper/supplementary.tex:1334 (new subsection),"Holm p, A_H vs lookup, mae, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,p_holm (family overall12),Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,paired Wilcoxon on per-scenario run means (Methods protocol); Holm over 4 models x 3 metrics,new (proposed in D1_REPORT.md; not yet in paper)
D1_cliff_AH_vs_LU_mae_qwen,0.222,paper/supplementary.tex:1334 (new subsection),"Cliff's delta (A_H minus lookup), mae, qwen",Analysis/pass5/d1_significance_ah_vs_lookup.csv,cliff_delta_ah_minus_base,Analysis/pass5/d1_lookup_baseline.py,qwen,Overall,run_rag_ablation_experiments.cliff_delta,new (proposed in D1_REPORT.md; not yet in paper)
D1_parser_accuracy_baseline_time,98.5,paper/supplementary.tex:1334 (new subsection),rule parser match rate vs true baseline_time (64/65),Analysis/pass5/d1_parser_accuracy.csv,match,Analysis/pass5/d1_lookup_baseline.py,model-free,Appliance,occupancy compared after the calculator's normalize_occupancy_context; time compared as clock hour,new (proposed in D1_REPORT.md; not yet in paper)
D1_parser_accuracy_occupancy_context,94.3,paper/supplementary.tex:1334 (new subsection),rule parser match rate vs true occupancy_context (66/70),Analysis/pass5/d1_parser_accuracy.csv,match,Analysis/pass5/d1_lookup_baseline.py,model-free,HVAC,occupancy compared after the calculator's normalize_occupancy_context; time compared as clock hour,new (proposed in D1_REPORT.md; not yet in paper)
