number_id,value,where_in_paper,quoted_context,source_file,source_sheet_or_column,computing_script,model,decision_type,basis_notes,status
D3_mae_gpm_qwen,0.305,paper/paper_draft_v2.tex:935,tab:extraction_accuracy MAE gpm,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_p_top1_change_summary.csv mae_per_run_mean,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"mean |extracted - true| per run over scored scenarios, mean of 5 runs",per-run basis; published cell used 5-run aggregate parameters
D3_ptop1_tank_size_qwen,0.028,paper/paper_draft_v2.tex:936,tab:extraction_accuracy P(Top-1 change | error) tank_size,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_p_top1_change_summary.csv p_change_mean (5/180 run-summed),Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"per run: re-score with only this parameter at its extracted value, all else true; share of erroneous scenarios whose Top-1 changes; mean over 5 runs; failed scenario-runs excluded",differs from published 0.026 (published used 5-run aggregate parameters)
D3_mae_tank_size_qwen,8.933,paper/paper_draft_v2.tex:936,tab:extraction_accuracy MAE tank_size,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_p_top1_change_summary.csv mae_per_run_mean,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"mean |extracted - true| per run over scored scenarios, mean of 5 runs",per-run basis; published cell used 5-run aggregate parameters
D3_ptop1_water_heater_temp_qwen,0.05,paper/paper_draft_v2.tex:937,tab:extraction_accuracy P(Top-1 change | error) water_heater_temp,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_p_top1_change_summary.csv p_change_mean (5/100 run-summed),Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"per run: re-score with only this parameter at its extracted value, all else true; share of erroneous scenarios whose Top-1 changes; mean over 5 runs; failed scenario-runs excluded",matches published
D3_mae_water_heater_temp_qwen,4.583,paper/paper_draft_v2.tex:937,tab:extraction_accuracy MAE water_heater_temp,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_p_top1_change_summary.csv mae_per_run_mean,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"mean |extracted - true| per run over scored scenarios, mean of 5 runs",per-run basis; published cell used 5-run aggregate parameters
D3_gpmflip_linear_core_share_deepseek,0.601,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_linear_core,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,"share of GPM-only flips that persist with clipping, tank step, budget penalty and 2-dp rounding all switched off; per run then mean of 5 runs",new
D3_gpmflip_needs_tank_share_deepseek,0.171,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_tank,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips that disappear when only the tank-capacity step is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_clip_share_deepseek,0.029,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_clip,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips that disappear when only value-function clipping is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_round_share_deepseek,0.114,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_round,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips that disappear when only 2-dp score rounding is switched off; per run then mean of 5 runs,new
D3_gpmflip_cross_tank_share_deepseek,0.429,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_tank,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips in which some alternative's tank-capacity state changes; per run then mean of 5 runs,new
D3_gpmflip_cross_clip_share_deepseek,0.439,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_clip,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips in which some alternative's cost or water value crosses a 5th/95th percentile bound; per run then mean of 5 runs,new
D3_gpmflip_margin_lt_0p02_share_deepseek,0.801,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_margin_lt_0.02,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips whose reference winner leads by < 0.02 MAVT; per run then mean of 5 runs,new
D3_gpmflip_comfort_prac_flat_survive_deepseek,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_summary.csv share_flips_surviving_comfort_and_prac_flat,Analysis/pass5/d3_gpm_mechanism.py,deepseek,Shower,share of GPM-only flips that persist when Comfort and the Practicality duration curve are held constant across alternatives; 5 runs summed within model,new
D3_gpmflip_linear_core_share_gemini,0.571,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_linear_core,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,"share of GPM-only flips that persist with clipping, tank step, budget penalty and 2-dp rounding all switched off; per run then mean of 5 runs",new
D3_gpmflip_needs_tank_share_gemini,0.143,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_tank,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips that disappear when only the tank-capacity step is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_clip_share_gemini,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_clip,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips that disappear when only value-function clipping is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_round_share_gemini,0.143,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_round,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips that disappear when only 2-dp score rounding is switched off; per run then mean of 5 runs,new
D3_gpmflip_cross_tank_share_gemini,0.571,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_tank,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips in which some alternative's tank-capacity state changes; per run then mean of 5 runs,new
D3_gpmflip_cross_clip_share_gemini,0.429,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_clip,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips in which some alternative's cost or water value crosses a 5th/95th percentile bound; per run then mean of 5 runs,new
D3_gpmflip_margin_lt_0p02_share_gemini,0.714,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_margin_lt_0.02,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips whose reference winner leads by < 0.02 MAVT; per run then mean of 5 runs,new
D3_gpmflip_comfort_prac_flat_survive_gemini,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_summary.csv share_flips_surviving_comfort_and_prac_flat,Analysis/pass5/d3_gpm_mechanism.py,gemini,Shower,share of GPM-only flips that persist when Comfort and the Practicality duration curve are held constant across alternatives; 5 runs summed within model,new
D3_gpmflip_linear_core_share_gptoss,0.735,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_linear_core,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,"share of GPM-only flips that persist with clipping, tank step, budget penalty and 2-dp rounding all switched off; per run then mean of 5 runs",new
D3_gpmflip_needs_tank_share_gptoss,0.193,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_tank,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips that disappear when only the tank-capacity step is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_clip_share_gptoss,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_clip,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips that disappear when only value-function clipping is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_round_share_gptoss,0.061,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_round,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips that disappear when only 2-dp score rounding is switched off; per run then mean of 5 runs,new
D3_gpmflip_cross_tank_share_gptoss,0.67,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_tank,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips in which some alternative's tank-capacity state changes; per run then mean of 5 runs,new
D3_gpmflip_cross_clip_share_gptoss,0.437,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_clip,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips in which some alternative's cost or water value crosses a 5th/95th percentile bound; per run then mean of 5 runs,new
D3_gpmflip_margin_lt_0p02_share_gptoss,0.6,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_margin_lt_0.02,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips whose reference winner leads by < 0.02 MAVT; per run then mean of 5 runs,new
D3_gpmflip_comfort_prac_flat_survive_gptoss,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_summary.csv share_flips_surviving_comfort_and_prac_flat,Analysis/pass5/d3_gpm_mechanism.py,gptoss,Shower,share of GPM-only flips that persist when Comfort and the Practicality duration curve are held constant across alternatives; 5 runs summed within model,new
D3_gpmflip_linear_core_share_qwen,0.942,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_linear_core,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,"share of GPM-only flips that persist with clipping, tank step, budget penalty and 2-dp rounding all switched off; per run then mean of 5 runs",new
D3_gpmflip_needs_tank_share_qwen,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_tank,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips that disappear when only the tank-capacity step is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_clip_share_qwen,0.033,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_clip,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips that disappear when only value-function clipping is switched off; per run then mean of 5 runs,new
D3_gpmflip_needs_round_share_qwen,0.025,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_needs_round,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips that disappear when only 2-dp score rounding is switched off; per run then mean of 5 runs,new
D3_gpmflip_cross_tank_share_qwen,0.293,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_tank,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips in which some alternative's tank-capacity state changes; per run then mean of 5 runs,new
D3_gpmflip_cross_clip_share_qwen,0.54,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_cross_clip,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips in which some alternative's cost or water value crosses a 5th/95th percentile bound; per run then mean of 5 runs,new
D3_gpmflip_margin_lt_0p02_share_qwen,0.467,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_per_run_mean.csv share_margin_lt_0.02,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips whose reference winner leads by < 0.02 MAVT; per run then mean of 5 runs,new
D3_gpmflip_comfort_prac_flat_survive_qwen,0.0,"proposed, paper/paper_draft_v2.tex:1057 / supplement",GPM mechanism attribution,Output Files <model>/LLM-Parameterized_Reference_Scoring_results_run_01..05.xlsx,d3_gpm_attribution_summary.csv share_flips_surviving_comfort_and_prac_flat,Analysis/pass5/d3_gpm_mechanism.py,qwen,Shower,share of GPM-only flips that persist when Comfort and the Practicality duration curve are held constant across alternatives; 5 runs summed within model,new
D3_flipdist_flippable_0p5_2x_kwh_per_cycle,0.108,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Appliance,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_kwh_per_cycle,0.031,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Appliance,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_hvac_age,0.0,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_hvac_age,0.0,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_r_value,0.329,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_r_value,0.057,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_seer,0.357,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_seer,0.071,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),HVAC,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_gpm,0.833,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_gpm,0.317,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_tank_size,0.2,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_tank_size,0.083,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flippable_0p5_2x_water_heater_temp,0.45,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flippable_within_0p5_2x,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
D3_flipdist_flip_within_20pct_water_heater_temp,0.25,"proposed, supplement",flip distance,Scenario Files/TestScenarios.xlsx + <Type>Scenarios.xlsx (true values),d3_flip_distance_summary.csv share_flip_within_20pct,Analysis/pass5/d3_gpm_mechanism.py,none (no LLM),Shower,"share of scenarios whose Top-1 changes when the true parameter is multiplied by some factor in [0.5,2.0] (resp. within +/-20%), all else true",new
