flip_full,flip_no_clip,flip_no_tank,flip_no_budget,flip_no_round,flip_linear_core,flip_comfort_flat,flip_prac_curve_flat,flip_comfort_and_prac_flat,cross_tank,cross_budget,cross_clip,any_clip_active,tank_hit_any_true,budget_active_any,scenario_id,factor,true_gpm,ref_margin,mechanism
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,154,0.5,2.0,0.043500000000000094,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,154,0.6,2.0,0.043500000000000094,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,154,0.7,2.0,0.043500000000000094,no_flip
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,154,0.75,2.0,0.043500000000000094,no_flip
False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,154,0.8,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,154,0.9,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,154,1.1,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,154,1.2,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,154,1.25,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,154,1.33,2.0,0.043500000000000094,no_flip
False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,154,1.5,2.0,0.043500000000000094,no_flip
True,True,False,True,True,False,False,True,False,True,False,True,True,True,False,154,1.75,2.0,0.043500000000000094,needs_tank
True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,154,2.0,2.0,0.043500000000000094,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,False,True,True,False,True,True,False,True,False,True,True,True,False,155,0.5,2.5,0.021500000000000075,needs_tank
True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,155,0.6,2.5,0.021500000000000075,needs_tank
True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,155,0.7,2.5,0.021500000000000075,needs_tank
True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,155,0.75,2.5,0.021500000000000075,needs_tank
True,False,False,True,True,False,False,False,False,True,False,True,True,True,False,155,0.8,2.5,0.021500000000000075,needs_clip+tank
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,155,0.9,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.1,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.2,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.25,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.33,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.5,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,1.75,2.5,0.021500000000000075,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,155,2.0,2.5,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,0.5,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,0.6,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,0.7,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,0.75,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,0.8,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,156,0.9,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,1.1,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,1.2,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,1.25,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,156,1.33,3.0,0.18099999999999994,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,156,1.5,3.0,0.18099999999999994,no_flip
True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,156,1.75,3.0,0.18099999999999994,needs_clip
True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,156,2.0,3.0,0.18099999999999994,needs_clip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,157,0.5,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,157,0.6,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,0.7,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,0.75,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,0.8,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,0.9,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,1.1,2.0,0.021500000000000075,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157,1.2,2.0,0.021500000000000075,no_flip
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,157,1.25,2.0,0.021500000000000075,no_flip
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,157,1.33,2.0,0.021500000000000075,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,157,1.5,2.0,0.021500000000000075,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,157,1.75,2.0,0.021500000000000075,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,157,2.0,2.0,0.021500000000000075,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,158,0.5,3.5,0.10399999999999993,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,158,0.6,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,158,0.7,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,158,0.75,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,158,0.8,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,158,0.9,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.1,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.2,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.25,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.33,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.5,3.5,0.10399999999999993,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,158,1.75,3.5,0.10399999999999993,no_flip
True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,158,2.0,3.5,0.10399999999999993,needs_clip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,159,0.5,3.5,0.09799999999999998,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,159,0.6,3.5,0.09799999999999998,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,159,0.7,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,159,0.75,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,159,0.8,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159,0.9,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159,1.1,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159,1.2,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159,1.25,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,159,1.33,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,159,1.5,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,159,1.75,3.5,0.09799999999999998,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,159,2.0,3.5,0.09799999999999998,no_flip
False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,160,0.5,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,160,0.6,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160,0.7,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160,0.75,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160,0.8,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160,0.9,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,160,1.1,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,1.2,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,1.25,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,1.33,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,1.5,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,1.75,4.0,0.1459999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,160,2.0,4.0,0.1459999999999999,no_flip
True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,161,0.5,2.0,0.04799999999999982,joint_nonlinear (no single component necessary; linear core does not flip)
True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,161,0.6,2.0,0.04799999999999982,joint_nonlinear (no single component necessary; linear core does not flip)
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,161,0.7,2.0,0.04799999999999982,joint_nonlinear (no single component necessary; linear core does not flip)
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,161,0.75,2.0,0.04799999999999982,joint_nonlinear (no single component necessary; linear core does not flip)
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,161,0.8,2.0,0.04799999999999982,joint_nonlinear (no single component necessary; linear core does not flip)
False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,161,0.9,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161,1.1,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161,1.2,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161,1.25,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161,1.33,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,161,1.5,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,161,1.75,2.0,0.04799999999999982,no_flip
False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,161,2.0,2.0,0.04799999999999982,no_flip
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,162,0.5,2.5,0.12350000000000005,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,162,0.6,2.5,0.12350000000000005,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,162,0.7,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,162,0.75,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,162,0.8,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,162,0.9,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.1,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.2,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.25,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.33,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.5,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,1.75,2.5,0.12350000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,162,2.0,2.5,0.12350000000000005,no_flip
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,163,0.5,2.0,0.1499999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,163,0.6,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163,0.7,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163,0.75,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163,0.8,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,163,0.9,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,163,1.1,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,163,1.2,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,163,1.25,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,163,1.33,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,163,1.5,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,163,1.75,2.0,0.1499999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,163,2.0,2.0,0.1499999999999999,no_flip
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,164,0.5,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,164,0.6,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,164,0.7,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,164,0.75,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,164,0.8,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,164,0.9,2.5,0.009999999999999898,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,164,1.1,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,1.2,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,1.25,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,1.33,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,1.5,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,1.75,2.5,0.009999999999999898,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,164,2.0,2.5,0.009999999999999898,no_flip
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,165,0.5,2.0,0.08600000000000008,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,165,0.6,2.0,0.08600000000000008,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165,0.7,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165,0.75,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165,0.8,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165,0.9,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165,1.1,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165,1.2,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165,1.25,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,165,1.33,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,165,1.5,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,165,1.75,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,165,2.0,2.0,0.08600000000000008,no_flip
False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,166,0.5,2.0,0.012500000000000067,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,166,0.6,2.0,0.012500000000000067,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,166,0.7,2.0,0.012500000000000067,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,166,0.75,2.0,0.012500000000000067,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,166,0.8,2.0,0.012500000000000067,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,166,0.9,2.0,0.012500000000000067,no_flip
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,166,1.1,2.0,0.012500000000000067,needs_tank
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,166,1.2,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,166,1.25,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,166,1.33,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,166,1.5,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,166,1.75,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,166,2.0,2.0,0.012500000000000067,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,167,0.5,2.5,0.061999999999999944,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,167,0.6,2.5,0.061999999999999944,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,167,0.7,2.5,0.061999999999999944,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,167,0.75,2.5,0.061999999999999944,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,167,0.8,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,167,0.9,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,167,1.1,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,167,1.2,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,167,1.25,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,167,1.33,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,167,1.5,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,167,1.75,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,167,2.0,2.5,0.061999999999999944,no_flip
False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,168,0.5,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,168,0.6,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,168,0.7,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,168,0.75,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,168,0.8,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,168,0.9,2.0,0.01750000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,168,1.1,2.0,0.01750000000000007,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,168,1.2,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,168,1.25,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,168,1.33,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,168,1.5,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,168,1.75,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,168,2.0,2.0,0.01750000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,169,0.5,2.5,0.018000000000000016,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,169,0.6,2.5,0.018000000000000016,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,169,0.7,2.5,0.018000000000000016,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,169,0.75,2.5,0.018000000000000016,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,169,0.8,2.5,0.018000000000000016,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,169,0.9,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169,1.1,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169,1.2,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169,1.25,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169,1.33,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169,1.5,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,169,1.75,2.5,0.018000000000000016,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,169,2.0,2.5,0.018000000000000016,no_flip
True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,170,0.5,2.5,0.06800000000000006,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,170,0.6,2.5,0.06800000000000006,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,170,0.7,2.5,0.06800000000000006,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,170,0.75,2.5,0.06800000000000006,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,170,0.8,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,170,0.9,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170,1.1,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170,1.2,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170,1.25,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,170,1.33,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,170,1.5,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,170,1.75,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,170,2.0,2.5,0.06800000000000006,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.5,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.6,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.7,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.75,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.8,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,0.9,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,1.1,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,1.2,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,1.25,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,1.33,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,171,1.5,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,171,1.75,2.5,0.05300000000000005,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,171,2.0,2.5,0.05300000000000005,no_flip
