baseline,scenario_id,decision_type,p_r_value,p_seer,p_hvac_age,p_occupancy_context,p_appliance,p_kwh_per_cycle,p_baseline_time,p_gpm,p_tank_size,p_water_heater_temp
FD+time,37,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,38,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,39,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,40,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,41,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,42,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,43,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,44,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,45,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,46,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,47,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,48,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,49,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,50,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,51,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,52,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,53,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,54,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,55,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,56,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,57,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,58,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,59,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,60,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,61,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,62,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,63,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,64,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,65,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,66,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,67,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,68,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,69,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,70,HVAC,15.0,13.0,13.0,occupied_all_day,,,,,,
FD+time,71,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
FD+time,72,Appliance,,,,,dryer,2.1,7:00 PM,,,
FD+time,73,Appliance,,,,,dishwasher,1.0,11:00 PM,,,
FD+time,74,Appliance,,,,,washing_machine,0.55,10:00 AM,,,
FD+time,75,Appliance,,,,,dryer,2.1,5:00 PM,,,
FD+time,76,Appliance,,,,,washing_machine,0.55,1:00 AM,,,
FD+time,77,Appliance,,,,,dryer,2.1,3:00 PM,,,
FD+time,78,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
FD+time,79,Appliance,,,,,dryer,2.1,2:00 PM,,,
FD+time,80,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
FD+time,81,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
FD+time,82,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
FD+time,83,Appliance,,,,,dryer,2.1,1:00 AM,,,
FD+time,84,Appliance,,,,,dryer,2.1,3:00 PM,,,
FD+time,85,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
FD+time,86,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
FD+time,87,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
FD+time,88,Appliance,,,,,dryer,2.1,4:00 PM,,,
FD+time,89,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
FD+time,90,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
FD+time,91,Appliance,,,,,washing_machine,0.55,7:00 PM,,,
FD+time,92,Appliance,,,,,dryer,2.1,5:00 PM,,,
FD+time,93,Appliance,,,,,dryer,2.1,4:00 PM,,,
FD+time,94,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
FD+time,95,Appliance,,,,,dryer,2.1,1:00 AM,,,
FD+time,96,Appliance,,,,,washing_machine,0.55,8:00 PM,,,
FD+time,97,Appliance,,,,,dryer,2.1,1:00 AM,,,
FD+time,98,Appliance,,,,,dryer,2.1,12:00 AM,,,
FD+time,99,Appliance,,,,,dishwasher,1.0,12:00 AM,,,
FD+time,100,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
FD+time,101,Appliance,,,,,dryer,2.1,3:00 PM,,,
FD+time,102,Appliance,,,,,dryer,2.1,2:00 PM,,,
FD+time,103,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
FD+time,104,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
FD+time,105,Appliance,,,,,dishwasher,1.0,7:00 AM,,,
FD+time,106,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
FD+time,107,Appliance,,,,,dryer,2.1,5:00 PM,,,
FD+time,108,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
FD+time,109,Appliance,,,,,washing_machine,0.55,9:00 AM,,,
FD+time,110,Appliance,,,,,dryer,2.1,9:00 AM,,,
FD+time,111,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
FD+time,112,Appliance,,,,,dryer,2.1,8:00 AM,,,
FD+time,113,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
FD+time,114,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
FD+time,115,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
FD+time,116,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
FD+time,117,Appliance,,,,,dryer,2.1,3:00 PM,,,
FD+time,118,Appliance,,,,,washing_machine,0.55,11:00 PM,,,
FD+time,119,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
FD+time,120,Appliance,,,,,dryer,2.1,1:00 AM,,,
FD+time,121,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
FD+time,122,Appliance,,,,,dryer,2.1,3:00 AM,,,
FD+time,123,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
FD+time,124,Appliance,,,,,dryer,2.1,4:00 PM,,,
FD+time,125,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
FD+time,126,Appliance,,,,,dishwasher,1.0,9:00 AM,,,
FD+time,127,Appliance,,,,,washing_machine,0.55,6:00 PM,,,
FD+time,128,Appliance,,,,,dryer,2.1,10:00 AM,,,
FD+time,129,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
FD+time,130,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
FD+time,131,Appliance,,,,,dryer,2.1,7:00 PM,,,
FD+time,132,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
FD+time,133,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
FD+time,134,Appliance,,,,,dryer,2.1,7:00 PM,,,
FD+time,135,Appliance,,,,,dishwasher,1.0,11:00 AM,,,
FD+time,136,Shower,,,,,,,,2.5,50.0,120.0
FD+time,137,Shower,,,,,,,,2.5,50.0,120.0
FD+time,138,Shower,,,,,,,,2.5,50.0,120.0
FD+time,139,Shower,,,,,,,,2.5,50.0,120.0
FD+time,140,Shower,,,,,,,,2.5,50.0,120.0
FD+time,141,Shower,,,,,,,,2.5,50.0,120.0
FD+time,142,Shower,,,,,,,,2.5,50.0,120.0
FD+time,143,Shower,,,,,,,,2.5,50.0,120.0
FD+time,144,Shower,,,,,,,,2.5,50.0,120.0
FD+time,145,Shower,,,,,,,,2.5,50.0,120.0
FD+time,146,Shower,,,,,,,,2.5,50.0,120.0
FD+time,147,Shower,,,,,,,,2.5,50.0,120.0
FD+time,148,Shower,,,,,,,,2.5,50.0,120.0
FD+time,149,Shower,,,,,,,,2.5,50.0,120.0
FD+time,150,Shower,,,,,,,,2.5,50.0,120.0
FD+time,151,Shower,,,,,,,,2.5,50.0,120.0
FD+time,152,Shower,,,,,,,,2.5,50.0,120.0
FD+time,153,Shower,,,,,,,,2.5,50.0,120.0
FD+time,154,Shower,,,,,,,,2.5,50.0,120.0
FD+time,155,Shower,,,,,,,,2.5,50.0,120.0
FD+time,156,Shower,,,,,,,,2.5,50.0,120.0
FD+time,157,Shower,,,,,,,,2.5,50.0,120.0
FD+time,158,Shower,,,,,,,,2.5,50.0,120.0
FD+time,159,Shower,,,,,,,,2.5,50.0,120.0
FD+time,160,Shower,,,,,,,,2.5,50.0,120.0
FD+time,161,Shower,,,,,,,,2.5,50.0,120.0
FD+time,162,Shower,,,,,,,,2.5,50.0,120.0
FD+time,163,Shower,,,,,,,,2.5,50.0,120.0
FD+time,164,Shower,,,,,,,,2.5,50.0,120.0
FD+time,165,Shower,,,,,,,,2.5,50.0,120.0
FD+time,166,Shower,,,,,,,,2.5,50.0,120.0
FD+time,167,Shower,,,,,,,,2.5,50.0,120.0
FD+time,168,Shower,,,,,,,,2.5,50.0,120.0
FD+time,169,Shower,,,,,,,,2.5,50.0,120.0
FD+time,170,Shower,,,,,,,,2.5,50.0,120.0
FD+time,171,Shower,,,,,,,,2.5,50.0,120.0
FD+time,172,Shower,,,,,,,,2.5,50.0,120.0
FD+time,173,Shower,,,,,,,,2.5,50.0,120.0
FD+time,174,Shower,,,,,,,,2.5,50.0,120.0
FD+time,175,Shower,,,,,,,,2.5,50.0,120.0
FD+time,176,Shower,,,,,,,,2.5,50.0,120.0
FD+time,177,Shower,,,,,,,,2.5,50.0,120.0
FD+time,178,Shower,,,,,,,,2.5,50.0,120.0
FD+time,179,Shower,,,,,,,,2.5,50.0,120.0
FD+time,180,Shower,,,,,,,,2.5,50.0,120.0
FD+time,181,Shower,,,,,,,,2.5,50.0,120.0
FD+time,182,Shower,,,,,,,,2.5,50.0,120.0
FD+time,183,Shower,,,,,,,,2.5,50.0,120.0
FD+time,184,Shower,,,,,,,,2.5,50.0,120.0
FD+time,185,Shower,,,,,,,,2.5,50.0,120.0
FD+time,186,Shower,,,,,,,,2.5,50.0,120.0
FD+time,187,Shower,,,,,,,,2.5,50.0,120.0
FD+time,188,Shower,,,,,,,,2.5,50.0,120.0
FD+time,189,Shower,,,,,,,,2.5,50.0,120.0
FD+time,190,Shower,,,,,,,,2.5,50.0,120.0
FD+time,191,Shower,,,,,,,,2.5,50.0,120.0
FD+time,192,Shower,,,,,,,,2.5,50.0,120.0
FD+time,193,Shower,,,,,,,,2.5,50.0,120.0
FD+time,194,Shower,,,,,,,,2.5,50.0,120.0
FD+time,195,Shower,,,,,,,,2.5,50.0,120.0
LU,1,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU,2,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU,3,HVAC,15.5,9.0,35.5,occupied_all_day,,,,,,
LU,4,HVAC,15.5,9.0,35.5,occupied_all_day,,,,,,
LU,5,HVAC,21.5,9.0,45.5,unoccupied_8hr,,,,,,
LU,6,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU,7,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU,8,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU,9,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU,10,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU,11,HVAC,15.5,14.0,3.0,unoccupied_8hr,,,,,,
LU,12,HVAC,15.5,14.0,3.0,unoccupied_8hr,,,,,,
LU,13,HVAC,10.0,14.0,3.0,unoccupied_8hr,,,,,,
LU,14,HVAC,21.5,14.0,3.0,occupied_all_day,,,,,,
LU,15,HVAC,10.0,14.0,3.0,unoccupied_4hr,,,,,,
LU,16,HVAC,10.0,14.0,3.0,unoccupied_4hr,,,,,,
LU,17,HVAC,15.5,13.0,8.0,unoccupied_8hr,,,,,,
LU,18,HVAC,10.0,13.0,8.0,unoccupied_8hr,,,,,,
LU,19,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU,20,HVAC,15.5,13.0,13.0,unoccupied_4hr,,,,,,
LU,21,HVAC,10.0,13.0,13.0,occupied_all_day,,,,,,
LU,22,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU,23,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU,24,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU,25,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU,26,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU,27,HVAC,15.5,9.0,60.0,occupied_sleep,,,,,,
LU,28,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU,29,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU,30,HVAC,15.5,13.0,18.0,unoccupied_4hr,,,,,,
LU,31,HVAC,21.5,13.0,8.0,unoccupied_4hr,,,,,,
LU,32,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU,33,HVAC,10.0,10.0,25.5,unoccupied_8hr,,,,,,
LU,34,HVAC,15.5,9.0,35.5,unoccupied_4hr,,,,,,
LU,35,HVAC,10.0,10.0,25.5,unoccupied_8hr,,,,,,
LU,36,HVAC,15.5,13.0,13.0,occupied_all_day,,,,,,
LU,37,HVAC,15.5,13.0,8.0,occupied_all_day,,,,,,
LU,38,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU,39,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU,40,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU,41,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU,42,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU,43,HVAC,15.5,10.0,25.5,unoccupied_8hr,,,,,,
LU,44,HVAC,21.5,13.0,13.0,unoccupied_8hr,,,,,,
LU,45,HVAC,21.5,13.0,8.0,occupied_sleep,,,,,,
LU,46,HVAC,21.5,13.0,18.0,occupied_sleep,,,,,,
LU,47,HVAC,15.5,10.0,25.5,occupied_sleep,,,,,,
LU,48,HVAC,21.5,14.0,3.0,occupied_all_day,,,,,,
LU,49,HVAC,21.5,14.0,3.0,occupied_sleep,,,,,,
LU,50,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU,51,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU,52,HVAC,15.5,13.0,13.0,occupied_all_day,,,,,,
LU,53,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU,54,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU,55,HVAC,21.5,13.0,13.0,unoccupied_8hr,,,,,,
LU,56,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU,57,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU,58,HVAC,10.0,9.0,60.0,occupied_all_day,,,,,,
LU,59,HVAC,15.5,9.0,45.5,unoccupied_4hr,,,,,,
LU,60,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU,61,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU,62,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU,63,HVAC,10.0,9.0,35.5,unoccupied_8hr,,,,,,
LU,64,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU,65,HVAC,21.5,13.0,18.0,occupied_sleep,,,,,,
LU,66,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU,67,HVAC,15.5,10.0,25.5,unoccupied_4hr,,,,,,
LU,68,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU,69,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU,70,HVAC,15.5,10.0,25.5,unoccupied_8hr,,,,,,
LU,71,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU,72,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU,73,Appliance,,,,,dishwasher,1.0,11:00 PM,,,
LU,74,Appliance,,,,,washing_machine,0.55,10:00 AM,,,
LU,75,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU,76,Appliance,,,,,washing_machine,0.55,1:00 AM,,,
LU,77,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU,78,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
LU,79,Appliance,,,,,dryer,2.1,2:00 PM,,,
LU,80,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU,81,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU,82,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU,83,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU,84,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU,85,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
LU,86,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
LU,87,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
LU,88,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU,89,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
LU,90,Appliance,,,,,dishwasher,1.0,5:00 PM,,,
LU,91,Appliance,,,,,washing_machine,0.55,7:00 PM,,,
LU,92,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU,93,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU,94,Appliance,,,,,dishwasher,1.0,2:00 PM,,,
LU,95,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU,96,Appliance,,,,,washing_machine,0.55,8:00 PM,,,
LU,97,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU,98,Appliance,,,,,dryer,2.1,12:00 AM,,,
LU,99,Appliance,,,,,dishwasher,1.0,12:00 AM,,,
LU,100,Appliance,,,,,washing_machine,0.55,4:00 PM,,,
LU,101,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU,102,Appliance,,,,,dryer,2.1,2:00 PM,,,
LU,103,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU,104,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU,105,Appliance,,,,,dishwasher,1.0,7:00 AM,,,
LU,106,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
LU,107,Appliance,,,,,dryer,2.1,5:00 PM,,,
LU,108,Appliance,,,,,washing_machine,0.55,8:00 AM,,,
LU,109,Appliance,,,,,washing_machine,0.55,9:00 AM,,,
LU,110,Appliance,,,,,dryer,2.1,9:00 AM,,,
LU,111,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
LU,112,Appliance,,,,,dryer,2.1,8:00 AM,,,
LU,113,Appliance,,,,,dishwasher,1.0,10:00 AM,,,
LU,114,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU,115,Appliance,,,,,dishwasher,1.0,7:00 PM,,,
LU,116,Appliance,,,,,washing_machine,0.55,2:00 PM,,,
LU,117,Appliance,,,,,dryer,2.1,3:00 PM,,,
LU,118,Appliance,,,,,washing_machine,0.55,11:00 PM,,,
LU,119,Appliance,,,,,washing_machine,0.55,12:00 AM,,,
LU,120,Appliance,,,,,dryer,2.1,1:00 AM,,,
LU,121,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU,122,Appliance,,,,,dryer,2.1,3:00 AM,,,
LU,123,Appliance,,,,,dishwasher,1.0,8:00 PM,,,
LU,124,Appliance,,,,,dryer,2.1,4:00 PM,,,
LU,125,Appliance,,,,,washing_machine,0.55,5:00 PM,,,
LU,126,Appliance,,,,,dishwasher,1.0,9:00 AM,,,
LU,127,Appliance,,,,,washing_machine,0.55,6:00 PM,,,
LU,128,Appliance,,,,,dryer,2.1,10:00 AM,,,
LU,129,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU,130,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU,131,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU,132,Appliance,,,,,dishwasher,1.0,8:00 AM,,,
LU,133,Appliance,,,,,washing_machine,0.55,3:00 PM,,,
LU,134,Appliance,,,,,dryer,2.1,7:00 PM,,,
LU,135,Appliance,,,,,dishwasher,1.0,11:00 AM,,,
LU,136,Shower,,,,,,,,1.5,50.0,120.0
LU,137,Shower,,,,,,,,1.5,50.0,120.0
LU,138,Shower,,,,,,,,1.5,50.0,120.0
LU,139,Shower,,,,,,,,2.5,50.0,120.0
LU,140,Shower,,,,,,,,1.5,50.0,120.0
LU,141,Shower,,,,,,,,2.5,50.0,120.0
LU,142,Shower,,,,,,,,1.5,50.0,120.0
LU,143,Shower,,,,,,,,1.5,50.0,120.0
LU,144,Shower,,,,,,,,2.5,50.0,120.0
LU,145,Shower,,,,,,,,4.0,50.0,120.0
LU,146,Shower,,,,,,,,4.0,50.0,120.0
LU,147,Shower,,,,,,,,2.5,50.0,120.0
LU,148,Shower,,,,,,,,2.5,50.0,120.0
LU,149,Shower,,,,,,,,4.0,50.0,120.0
LU,150,Shower,,,,,,,,4.0,50.0,120.0
LU,151,Shower,,,,,,,,4.0,50.0,120.0
LU,152,Shower,,,,,,,,1.5,50.0,120.0
LU,153,Shower,,,,,,,,4.0,50.0,120.0
LU,154,Shower,,,,,,,,1.5,50.0,120.0
LU,155,Shower,,,,,,,,2.5,50.0,120.0
LU,156,Shower,,,,,,,,2.5,50.0,120.0
LU,157,Shower,,,,,,,,1.5,50.0,120.0
LU,158,Shower,,,,,,,,4.0,50.0,120.0
LU,159,Shower,,,,,,,,4.0,50.0,120.0
LU,160,Shower,,,,,,,,4.0,50.0,120.0
LU,161,Shower,,,,,,,,1.5,50.0,120.0
LU,162,Shower,,,,,,,,2.5,50.0,120.0
LU,163,Shower,,,,,,,,1.5,50.0,120.0
LU,164,Shower,,,,,,,,2.5,50.0,120.0
LU,165,Shower,,,,,,,,1.5,50.0,120.0
LU,166,Shower,,,,,,,,1.5,50.0,120.0
LU,167,Shower,,,,,,,,2.5,50.0,120.0
LU,168,Shower,,,,,,,,1.5,50.0,120.0
LU,169,Shower,,,,,,,,2.5,50.0,120.0
LU,170,Shower,,,,,,,,2.5,50.0,120.0
LU,171,Shower,,,,,,,,2.5,50.0,120.0
LU,172,Shower,,,,,,,,2.5,50.0,120.0
LU,173,Shower,,,,,,,,2.5,50.0,120.0
LU,174,Shower,,,,,,,,1.5,50.0,120.0
LU,175,Shower,,,,,,,,2.5,50.0,120.0
LU,176,Shower,,,,,,,,2.5,50.0,120.0
LU,177,Shower,,,,,,,,1.5,50.0,120.0
LU,178,Shower,,,,,,,,2.5,50.0,120.0
LU,179,Shower,,,,,,,,2.5,50.0,120.0
LU,180,Shower,,,,,,,,2.5,50.0,120.0
LU,181,Shower,,,,,,,,4.0,50.0,120.0
LU,182,Shower,,,,,,,,1.5,50.0,120.0
LU,183,Shower,,,,,,,,2.5,50.0,120.0
LU,184,Shower,,,,,,,,1.5,50.0,120.0
LU,185,Shower,,,,,,,,2.5,50.0,120.0
LU,186,Shower,,,,,,,,2.5,50.0,120.0
LU,187,Shower,,,,,,,,2.5,50.0,120.0
LU,188,Shower,,,,,,,,1.5,50.0,120.0
LU,189,Shower,,,,,,,,1.5,50.0,120.0
LU,190,Shower,,,,,,,,2.5,50.0,120.0
LU,191,Shower,,,,,,,,2.5,50.0,120.0
LU,192,Shower,,,,,,,,1.5,50.0,120.0
LU,193,Shower,,,,,,,,1.5,50.0,120.0
LU,194,Shower,,,,,,,,1.5,50.0,120.0
LU,195,Shower,,,,,,,,1.5,50.0,120.0
LU-literal,1,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,2,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,3,HVAC,15.5,9.0,35.5,occupied_all_day,,,,,,
LU-literal,4,HVAC,15.5,9.0,35.5,occupied_all_day,,,,,,
LU-literal,5,HVAC,21.5,9.0,45.5,occupied_all_day,,,,,,
LU-literal,6,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU-literal,7,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU-literal,8,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,9,HVAC,21.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,10,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,11,HVAC,15.5,14.0,3.0,occupied_all_day,,,,,,
LU-literal,12,HVAC,15.5,14.0,3.0,occupied_all_day,,,,,,
LU-literal,13,HVAC,10.0,14.0,3.0,occupied_all_day,,,,,,
LU-literal,14,HVAC,21.5,14.0,3.0,occupied_all_day,,,,,,
LU-literal,15,HVAC,10.0,14.0,3.0,occupied_all_day,,,,,,
LU-literal,16,HVAC,10.0,14.0,3.0,occupied_all_day,,,,,,
LU-literal,17,HVAC,15.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,18,HVAC,10.0,13.0,8.0,occupied_all_day,,,,,,
LU-literal,19,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,20,HVAC,15.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,21,HVAC,10.0,13.0,13.0,occupied_all_day,,,,,,
LU-literal,22,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,23,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,24,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,25,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,26,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,27,HVAC,15.5,9.0,60.0,occupied_all_day,,,,,,
LU-literal,28,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU-literal,29,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU-literal,30,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,31,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,32,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,33,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,34,HVAC,15.5,9.0,35.5,occupied_all_day,,,,,,
LU-literal,35,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,36,HVAC,15.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,37,HVAC,15.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,38,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,39,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,40,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,41,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,42,HVAC,10.0,9.0,35.5,occupied_all_day,,,,,,
LU-literal,43,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,44,HVAC,21.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,45,HVAC,21.5,13.0,8.0,occupied_all_day,,,,,,
LU-literal,46,HVAC,21.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,47,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
LU-literal,48,HVAC,21.5,14.0,3.0,occupied_all_day,,,,,,
LU-literal,49,HVAC,21.5,14.0,3.0,occupied_all_day,,,,,,
LU-literal,50,HVAC,10.0,10.0,25.5,occupied_all_day,,,,,,
LU-literal,51,HVAC,10.0,9.0,45.5,occupied_all_day,,,,,,
LU-literal,52,HVAC,15.5,13.0,13.0,occupied_all_day,,,,,,
LU-literal,53,HVAC,15.5,13.0,18.0,occupied_all_day,,,,,,
LU-literal,54,HVAC,15.5,10.0,25.5,occupied_all_day,,,,,,
