model,run,scenario_id,decision_type,parameter,true,extracted,rel_error,error,cf_top1_change,ref_margin,ah_top1_miss
gemini,1,135,Appliance,appliance,dishwasher,Dishwasher,,False,False,0.1200000000000001,False
gemini,1,135,Appliance,baseline_time,11:00 AM,11:00 AM,,False,False,0.1200000000000001,False
gemini,1,136,Shower,gpm,1.5,1.5,0.0,False,False,0.030000000000000027,False
gemini,1,136,Shower,tank_size,40.0,40.0,0.0,False,False,0.030000000000000027,False
gemini,1,136,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.030000000000000027,False
gemini,1,137,Shower,gpm,1.5,1.5,0.0,False,False,0.028000000000000025,False
gemini,1,137,Shower,tank_size,50.0,40.0,-0.2,True,False,0.028000000000000025,False
gemini,1,137,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.028000000000000025,False
gemini,1,138,Shower,gpm,1.5,1.5,0.0,False,False,0.02400000000000002,False
gemini,1,138,Shower,tank_size,40.0,40.0,0.0,False,False,0.02400000000000002,False
gemini,1,138,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.02400000000000002,False
gemini,1,139,Shower,gpm,2.5,2.5,0.0,False,False,0.007499999999999951,False
gemini,1,139,Shower,tank_size,40.0,40.0,0.0,False,False,0.007499999999999951,False
gemini,1,139,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.007499999999999951,False
gemini,1,140,Shower,gpm,1.5,1.5,0.0,False,False,0.035499999999999976,False
gemini,1,140,Shower,tank_size,60.0,50.0,-0.16666666666666666,True,False,0.035499999999999976,False
gemini,1,140,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.035499999999999976,False
gemini,1,141,Shower,gpm,2.5,2.5,0.0,False,False,0.09449999999999992,False
gemini,1,141,Shower,tank_size,60.0,50.0,-0.16666666666666666,True,False,0.09449999999999992,False
gemini,1,141,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.09449999999999992,False
gemini,1,142,Shower,gpm,1.5,1.5,0.0,False,False,0.012000000000000122,False
gemini,1,142,Shower,tank_size,40.0,40.0,0.0,False,False,0.012000000000000122,False
gemini,1,142,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.012000000000000122,False
gemini,1,143,Shower,gpm,1.5,1.5,0.0,False,False,0.02100000000000002,False
gemini,1,143,Shower,tank_size,50.0,50.0,0.0,False,False,0.02100000000000002,False
gemini,1,143,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.02100000000000002,False
gemini,1,144,Shower,gpm,2.5,2.5,0.0,False,False,0.04500000000000015,False
gemini,1,144,Shower,tank_size,80.0,50.0,-0.375,True,False,0.04500000000000015,False
gemini,1,144,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04500000000000015,False
gemini,1,145,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.17750000000000005,False
gemini,1,145,Shower,tank_size,40.0,50.0,0.25,True,False,0.17750000000000005,False
gemini,1,145,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.17750000000000005,False
gemini,1,146,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.2695,False
gemini,1,146,Shower,tank_size,60.0,80.0,0.3333333333333333,True,False,0.2695,False
gemini,1,146,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.2695,False
gemini,1,147,Shower,gpm,2.5,2.5,0.0,False,False,0.12549999999999994,False
gemini,1,147,Shower,tank_size,60.0,50.0,-0.16666666666666666,True,False,0.12549999999999994,False
gemini,1,147,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.12549999999999994,False
gemini,1,148,Shower,gpm,2.5,2.5,0.0,False,False,0.08050000000000002,False
gemini,1,148,Shower,tank_size,50.0,50.0,0.0,False,False,0.08050000000000002,False
gemini,1,148,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.08050000000000002,False
gemini,1,149,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.14100000000000001,False
gemini,1,149,Shower,tank_size,50.0,50.0,0.0,False,False,0.14100000000000001,False
gemini,1,149,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.14100000000000001,False
gemini,1,150,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.2134999999999999,False
gemini,1,150,Shower,tank_size,40.0,40.0,0.0,False,False,0.2134999999999999,False
gemini,1,150,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.2134999999999999,False
gemini,1,151,Shower,gpm,4.0,2.5,-0.375,True,False,0.0665,False
gemini,1,151,Shower,tank_size,40.0,80.0,1.0,True,False,0.0665,False
gemini,1,151,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.0665,False
gemini,1,152,Shower,gpm,2.0,1.5,-0.25,True,False,0.021500000000000075,False
gemini,1,152,Shower,tank_size,40.0,40.0,0.0,False,False,0.021500000000000075,False
gemini,1,152,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.021500000000000075,False
gemini,1,153,Shower,gpm,4.0,2.5,-0.375,True,False,0.19150000000000003,False
gemini,1,153,Shower,tank_size,50.0,50.0,0.0,False,False,0.19150000000000003,False
gemini,1,153,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.19150000000000003,False
gemini,1,154,Shower,gpm,2.0,1.5,-0.25,True,False,0.043500000000000094,True
gemini,1,154,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.043500000000000094,True
gemini,1,154,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.043500000000000094,True
gemini,1,155,Shower,gpm,2.5,2.5,0.0,False,False,0.021500000000000075,False
gemini,1,155,Shower,tank_size,40.0,50.0,0.25,True,False,0.021500000000000075,False
gemini,1,155,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.021500000000000075,False
gemini,1,156,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.18099999999999994,False
gemini,1,156,Shower,tank_size,50.0,80.0,0.6,True,False,0.18099999999999994,False
gemini,1,156,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.18099999999999994,False
gemini,1,157,Shower,gpm,2.0,1.5,-0.25,True,False,0.021500000000000075,False
gemini,1,157,Shower,tank_size,80.0,40.0,-0.5,True,False,0.021500000000000075,False
gemini,1,157,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.021500000000000075,False
gemini,1,158,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.10399999999999993,False
gemini,1,158,Shower,tank_size,50.0,50.0,0.0,False,False,0.10399999999999993,False
gemini,1,158,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.10399999999999993,False
gemini,1,159,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.09799999999999998,False
gemini,1,159,Shower,tank_size,40.0,40.0,0.0,False,False,0.09799999999999998,False
gemini,1,159,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.09799999999999998,False
gemini,1,160,Shower,gpm,4.0,2.5,-0.375,True,False,0.1459999999999999,False
gemini,1,160,Shower,tank_size,65.0,50.0,-0.23076923076923078,True,False,0.1459999999999999,False
gemini,1,160,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1459999999999999,False
gemini,1,161,Shower,gpm,2.0,1.5,-0.25,True,True,0.04799999999999982,True
gemini,1,161,Shower,tank_size,50.0,50.0,0.0,False,False,0.04799999999999982,True
gemini,1,161,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04799999999999982,True
gemini,1,162,Shower,gpm,2.5,2.5,0.0,False,False,0.12350000000000005,False
gemini,1,162,Shower,tank_size,40.0,40.0,0.0,False,False,0.12350000000000005,False
gemini,1,162,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.12350000000000005,False
gemini,1,163,Shower,gpm,2.0,1.5,-0.25,True,False,0.1499999999999999,False
gemini,1,163,Shower,tank_size,60.0,50.0,-0.16666666666666666,True,False,0.1499999999999999,False
gemini,1,163,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1499999999999999,False
gemini,1,164,Shower,gpm,2.5,2.5,0.0,False,False,0.009999999999999898,False
gemini,1,164,Shower,tank_size,40.0,40.0,0.0,False,False,0.009999999999999898,False
gemini,1,164,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.009999999999999898,False
gemini,1,165,Shower,gpm,2.0,1.5,-0.25,True,False,0.08600000000000008,False
gemini,1,165,Shower,tank_size,50.0,50.0,0.0,False,False,0.08600000000000008,False
gemini,1,165,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.08600000000000008,False
gemini,1,166,Shower,gpm,2.0,1.5,-0.25,True,False,0.012500000000000067,False
gemini,1,166,Shower,tank_size,40.0,40.0,0.0,False,False,0.012500000000000067,False
gemini,1,166,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.012500000000000067,False
gemini,1,167,Shower,gpm,2.5,2.5,0.0,False,False,0.061999999999999944,False
gemini,1,167,Shower,tank_size,50.0,50.0,0.0,False,False,0.061999999999999944,False
gemini,1,167,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.061999999999999944,False
gemini,1,168,Shower,gpm,2.0,1.5,-0.25,True,False,0.01750000000000007,False
gemini,1,168,Shower,tank_size,40.0,40.0,0.0,False,False,0.01750000000000007,False
gemini,1,168,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.01750000000000007,False
gemini,1,169,Shower,gpm,2.5,2.5,0.0,False,False,0.018000000000000016,False
gemini,1,169,Shower,tank_size,50.0,50.0,0.0,False,False,0.018000000000000016,False
gemini,1,169,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.018000000000000016,False
gemini,1,170,Shower,gpm,2.5,2.5,0.0,False,False,0.06800000000000006,False
gemini,1,170,Shower,tank_size,60.0,50.0,-0.16666666666666666,True,False,0.06800000000000006,False
gemini,1,170,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.06800000000000006,False
gemini,1,171,Shower,gpm,2.5,2.5,0.0,False,False,0.05300000000000005,False
gemini,1,171,Shower,tank_size,40.0,50.0,0.25,True,False,0.05300000000000005,False
gemini,1,171,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05300000000000005,False
gemini,1,172,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.06750000000000012,False
gemini,1,172,Shower,tank_size,40.0,50.0,0.25,True,False,0.06750000000000012,False
gemini,1,172,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.06750000000000012,False
gemini,1,173,Shower,gpm,2.5,2.5,0.0,False,False,0.06099999999999983,False
gemini,1,173,Shower,tank_size,50.0,50.0,0.0,False,False,0.06099999999999983,False
gemini,1,173,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.06099999999999983,False
gemini,1,174,Shower,gpm,2.0,1.5,-0.25,True,False,0.03649999999999998,False
gemini,1,174,Shower,tank_size,50.0,50.0,0.0,False,False,0.03649999999999998,False
gemini,1,174,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.03649999999999998,False
gemini,1,175,Shower,gpm,2.5,2.5,0.0,False,False,0.05900000000000005,False
gemini,1,175,Shower,tank_size,60.0,80.0,0.3333333333333333,True,False,0.05900000000000005,False
gemini,1,175,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05900000000000005,False
gemini,1,176,Shower,gpm,2.5,2.5,0.0,False,False,0.07899999999999985,False
gemini,1,176,Shower,tank_size,50.0,40.0,-0.2,True,False,0.07899999999999985,False
gemini,1,176,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.07899999999999985,False
gemini,1,177,Shower,gpm,2.0,1.5,-0.25,True,True,0.008499999999999952,True
gemini,1,177,Shower,tank_size,40.0,40.0,0.0,False,False,0.008499999999999952,True
gemini,1,177,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.008499999999999952,True
gemini,1,178,Shower,gpm,2.5,2.5,0.0,False,False,0.07899999999999985,False
gemini,1,178,Shower,tank_size,50.0,50.0,0.0,False,False,0.07899999999999985,False
gemini,1,178,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.07899999999999985,False
gemini,1,179,Shower,gpm,2.5,2.5,0.0,False,False,0.04300000000000015,False
gemini,1,179,Shower,tank_size,50.0,40.0,-0.2,True,False,0.04300000000000015,False
gemini,1,179,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04300000000000015,False
gemini,1,180,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.11149999999999993,False
gemini,1,180,Shower,tank_size,40.0,40.0,0.0,False,False,0.11149999999999993,False
gemini,1,180,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.11149999999999993,False
gemini,1,181,Shower,gpm,4.0,2.5,-0.375,True,False,0.1419999999999999,False
gemini,1,181,Shower,tank_size,65.0,50.0,-0.23076923076923078,True,False,0.1419999999999999,False
gemini,1,181,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1419999999999999,False
gemini,1,182,Shower,gpm,2.0,1.5,-0.25,True,False,0.10200000000000009,False
gemini,1,182,Shower,tank_size,50.0,50.0,0.0,False,False,0.10200000000000009,False
gemini,1,182,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.10200000000000009,False
gemini,1,183,Shower,gpm,2.5,2.5,0.0,False,False,0.2859999999999999,False
gemini,1,183,Shower,tank_size,40.0,40.0,0.0,False,False,0.2859999999999999,False
gemini,1,183,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.2859999999999999,False
gemini,1,184,Shower,gpm,2.0,1.5,-0.25,True,True,0.03749999999999998,True
gemini,1,184,Shower,tank_size,50.0,50.0,0.0,False,False,0.03749999999999998,True
gemini,1,184,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.03749999999999998,True
gemini,1,185,Shower,gpm,2.5,2.5,0.0,False,False,0.015000000000000013,False
gemini,1,185,Shower,tank_size,40.0,40.0,0.0,False,False,0.015000000000000013,False
gemini,1,185,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.015000000000000013,False
gemini,1,186,Shower,gpm,2.5,2.5,0.0,False,False,0.009999999999999898,False
gemini,1,186,Shower,tank_size,30.0,50.0,0.6666666666666666,True,False,0.009999999999999898,False
gemini,1,186,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.009999999999999898,False
gemini,1,187,Shower,gpm,2.5,2.5,0.0,False,False,0.05900000000000005,False
gemini,1,187,Shower,tank_size,80.0,80.0,0.0,False,False,0.05900000000000005,False
gemini,1,187,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05900000000000005,False
gemini,1,188,Shower,gpm,2.0,1.5,-0.25,True,True,0.008499999999999952,True
gemini,1,188,Shower,tank_size,40.0,40.0,0.0,False,False,0.008499999999999952,True
gemini,1,188,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.008499999999999952,True
gemini,1,189,Shower,gpm,2.0,1.5,-0.25,True,False,0.012000000000000122,False
gemini,1,189,Shower,tank_size,40.0,40.0,0.0,False,False,0.012000000000000122,False
gemini,1,189,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.012000000000000122,False
gemini,1,190,Shower,gpm,2.5,2.5,0.0,False,False,0.010000000000000009,False
gemini,1,190,Shower,tank_size,50.0,40.0,-0.2,True,False,0.010000000000000009,False
gemini,1,190,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.010000000000000009,False
gemini,1,191,Shower,gpm,2.5,2.5,0.0,False,False,0.0119999999999999,False
gemini,1,191,Shower,tank_size,50.0,40.0,-0.2,True,False,0.0119999999999999,False
gemini,1,191,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.0119999999999999,False
gemini,1,192,Shower,gpm,2.0,1.5,-0.25,True,True,0.0029999999999998916,True
gemini,1,192,Shower,tank_size,40.0,40.0,0.0,False,False,0.0029999999999998916,True
gemini,1,192,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.0029999999999998916,True
gemini,1,193,Shower,gpm,1.5,1.5,0.0,False,False,0.0050000000000000044,True
gemini,1,193,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.0050000000000000044,True
gemini,1,193,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,True,0.0050000000000000044,True
gemini,1,194,Shower,gpm,2.0,1.5,-0.25,True,True,0.000500000000000167,True
gemini,1,194,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.000500000000000167,True
gemini,1,194,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.000500000000000167,True
gemini,1,195,Shower,gpm,2.0,1.5,-0.25,True,True,0.01650000000000007,True
gemini,1,195,Shower,tank_size,40.0,40.0,0.0,False,False,0.01650000000000007,True
gemini,1,195,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.01650000000000007,True
gemini,2,1,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.04699999999999993,False
gemini,2,1,HVAC,seer,13.0,14.0,0.07692307692307693,True,False,0.04699999999999993,False
gemini,2,1,HVAC,hvac_age,20.0,12.0,-0.4,True,False,0.04699999999999993,False
gemini,2,1,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.04699999999999993,False
gemini,2,2,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.0040000000000000036,False
gemini,2,2,HVAC,seer,13.0,14.0,0.07692307692307693,True,False,0.0040000000000000036,False
gemini,2,2,HVAC,hvac_age,20.0,12.0,-0.4,True,False,0.0040000000000000036,False
gemini,2,2,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.0040000000000000036,False
gemini,2,3,HVAC,r_value,14.0,15.0,0.07142857142857142,True,False,0.020000000000000018,False
gemini,2,3,HVAC,seer,11.0,14.0,0.2727272727272727,True,False,0.020000000000000018,False
gemini,2,3,HVAC,hvac_age,30.0,15.0,-0.5,True,False,0.020000000000000018,False
gemini,2,3,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.020000000000000018,False
gemini,2,4,HVAC,r_value,15.0,15.0,0.0,False,False,0.01200000000000001,False
gemini,2,4,HVAC,seer,11.0,14.0,0.2727272727272727,True,False,0.01200000000000001,False
gemini,2,4,HVAC,hvac_age,30.0,12.0,-0.6,True,False,0.01200000000000001,False
gemini,2,4,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.01200000000000001,False
gemini,2,5,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.03149999999999997,False
gemini,2,5,HVAC,seer,10.0,10.0,0.0,False,False,0.03149999999999997,False
gemini,2,5,HVAC,hvac_age,35.0,15.0,-0.5714285714285714,True,False,0.03149999999999997,False
gemini,2,5,HVAC,occupancy_context,unoccupied_8hr,unoccupied_9,,True,False,0.03149999999999997,False
gemini,2,6,HVAC,r_value,10.0,9.0,-0.1,True,False,0.03400000000000003,False
gemini,2,6,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.03400000000000003,False
gemini,2,6,HVAC,hvac_age,40.0,15.0,-0.625,True,False,0.03400000000000003,False
gemini,2,6,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.03400000000000003,False
gemini,2,7,HVAC,r_value,8.0,9.0,0.125,True,False,0.024500000000000077,False
gemini,2,7,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.024500000000000077,False
gemini,2,7,HVAC,hvac_age,40.0,15.0,-0.625,True,False,0.024500000000000077,False
gemini,2,7,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.024500000000000077,False
gemini,2,8,HVAC,r_value,21.0,19.0,-0.09523809523809523,True,False,0.02749999999999997,False
gemini,2,8,HVAC,seer,13.0,14.0,0.07692307692307693,True,False,0.02749999999999997,False
gemini,2,8,HVAC,hvac_age,23.0,12.0,-0.4782608695652174,True,False,0.02749999999999997,False
gemini,2,8,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.02749999999999997,False
gemini,2,9,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.031000000000000028,False
gemini,2,9,HVAC,seer,13.0,14.0,0.07692307692307693,True,False,0.031000000000000028,False
gemini,2,9,HVAC,hvac_age,23.0,12.0,-0.4782608695652174,True,False,0.031000000000000028,False
gemini,2,9,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.031000000000000028,False
gemini,2,10,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.014000000000000012,False
gemini,2,10,HVAC,seer,16.0,14.0,-0.125,True,False,0.014000000000000012,False
gemini,2,10,HVAC,hvac_age,12.0,18.0,0.5,True,False,0.014000000000000012,False
gemini,2,10,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.014000000000000012,False
gemini,2,11,HVAC,r_value,16.0,15.0,-0.0625,True,False,0.03749999999999987,False
gemini,2,11,HVAC,seer,16.0,16.0,0.0,False,False,0.03749999999999987,False
gemini,2,11,HVAC,hvac_age,5.0,3.0,-0.4,True,False,0.03749999999999987,False
gemini,2,11,HVAC,occupancy_context,unoccupied_8hr,unoccupied_8,,False,False,0.03749999999999987,False
gemini,2,12,HVAC,r_value,17.0,15.0,-0.11764705882352941,True,False,0.02400000000000002,False
gemini,2,12,HVAC,seer,16.0,16.0,0.0,False,False,0.02400000000000002,False
gemini,2,12,HVAC,hvac_age,5.0,3.0,-0.4,True,False,0.02400000000000002,False
gemini,2,12,HVAC,occupancy_context,unoccupied_8hr,unoccupied_10,,True,False,0.02400000000000002,False
gemini,2,13,HVAC,r_value,11.0,9.0,-0.18181818181818182,True,False,0.044499999999999984,False
gemini,2,13,HVAC,seer,18.0,15.0,-0.16666666666666666,True,False,0.044499999999999984,False
gemini,2,13,HVAC,hvac_age,1.0,3.0,2.0,True,False,0.044499999999999984,False
gemini,2,13,HVAC,occupancy_context,unoccupied_12hr,unoccupied_8,,True,False,0.044499999999999984,False
gemini,2,14,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.03149999999999997,False
gemini,2,14,HVAC,seer,18.0,16.0,-0.1111111111111111,True,False,0.03149999999999997,False
gemini,2,14,HVAC,hvac_age,2.0,3.0,0.5,True,False,0.03149999999999997,False
gemini,2,14,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.03149999999999997,False
gemini,2,15,HVAC,r_value,12.0,9.0,-0.25,True,False,0.030500000000000083,False
gemini,2,15,HVAC,seer,17.0,15.0,-0.11764705882352941,True,False,0.030500000000000083,False
gemini,2,15,HVAC,hvac_age,4.0,3.0,-0.25,True,False,0.030500000000000083,False
gemini,2,15,HVAC,occupancy_context,unoccupied_4hr,unoccupied_4,,False,False,0.030500000000000083,False
gemini,2,16,HVAC,r_value,10.0,9.0,-0.1,True,False,0.009000000000000008,False
gemini,2,16,HVAC,seer,17.0,14.0,-0.17647058823529413,True,False,0.009000000000000008,False
gemini,2,16,HVAC,hvac_age,4.0,3.0,-0.25,True,False,0.009000000000000008,False
gemini,2,16,HVAC,occupancy_context,unoccupied_4hr,unoccupied_3,,True,False,0.009000000000000008,False
gemini,2,17,HVAC,r_value,15.0,15.0,0.0,False,False,0.0025000000000000577,False
gemini,2,17,HVAC,seer,16.0,16.0,0.0,False,False,0.0025000000000000577,False
gemini,2,17,HVAC,hvac_age,7.0,8.0,0.14285714285714285,True,False,0.0025000000000000577,False
gemini,2,17,HVAC,occupancy_context,unoccupied_8hr,unoccupied_9,,True,False,0.0025000000000000577,False
gemini,2,18,HVAC,r_value,11.0,9.0,-0.18181818181818182,True,False,0.051000000000000045,False
gemini,2,18,HVAC,seer,15.0,14.0,-0.06666666666666667,True,False,0.051000000000000045,False
gemini,2,18,HVAC,hvac_age,9.0,8.0,-0.1111111111111111,True,False,0.051000000000000045,False
gemini,2,18,HVAC,occupancy_context,unoccupied_8hr,unoccupied_9,,True,False,0.051000000000000045,False
gemini,2,19,HVAC,r_value,24.0,19.0,-0.20833333333333334,True,False,0.015000000000000124,False
gemini,2,19,HVAC,seer,16.0,15.0,-0.0625,True,False,0.015000000000000124,False
gemini,2,19,HVAC,hvac_age,11.0,8.0,-0.2727272727272727,True,False,0.015000000000000124,False
gemini,2,19,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.015000000000000124,False
gemini,2,20,HVAC,r_value,15.0,15.0,0.0,False,False,0.03200000000000003,False
gemini,2,20,HVAC,seer,15.0,14.0,-0.06666666666666667,True,False,0.03200000000000003,False
gemini,2,20,HVAC,hvac_age,12.0,13.0,0.08333333333333333,True,False,0.03200000000000003,False
gemini,2,20,HVAC,occupancy_context,unoccupied_4hr,unoccupied_2,,True,False,0.03200000000000003,False
gemini,2,21,HVAC,r_value,10.0,9.0,-0.1,True,False,0.015000000000000013,False
gemini,2,21,HVAC,seer,14.0,14.0,0.0,False,False,0.015000000000000013,False
gemini,2,21,HVAC,hvac_age,16.0,13.0,-0.1875,True,False,0.015000000000000013,False
gemini,2,21,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.015000000000000013,False
gemini,2,22,HVAC,r_value,16.0,15.0,-0.0625,True,False,0.012500000000000067,False
gemini,2,22,HVAC,seer,14.0,14.0,0.0,False,False,0.012500000000000067,False
gemini,2,22,HVAC,hvac_age,19.0,18.0,-0.05263157894736842,True,False,0.012500000000000067,False
gemini,2,22,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.012500000000000067,False
gemini,2,23,HVAC,r_value,17.0,15.0,-0.11764705882352941,True,False,0.038000000000000034,False
gemini,2,23,HVAC,seer,14.0,14.0,0.0,False,False,0.038000000000000034,False
gemini,2,23,HVAC,hvac_age,19.0,18.0,-0.05263157894736842,True,False,0.038000000000000034,False
gemini,2,23,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.038000000000000034,False
gemini,2,24,HVAC,r_value,11.0,9.0,-0.18181818181818182,True,False,0.01650000000000007,False
gemini,2,24,HVAC,seer,12.0,10.0,-0.16666666666666666,True,False,0.01650000000000007,False
gemini,2,24,HVAC,hvac_age,25.0,25.0,0.0,False,False,0.01650000000000007,False
gemini,2,24,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.01650000000000007,False
gemini,2,25,HVAC,r_value,16.0,15.0,-0.0625,True,False,0.008499999999999952,False
gemini,2,25,HVAC,seer,12.0,13.0,0.08333333333333333,True,False,0.008499999999999952,False
gemini,2,25,HVAC,hvac_age,26.0,15.0,-0.4230769230769231,True,False,0.008499999999999952,False
gemini,2,25,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.008499999999999952,False
gemini,2,26,HVAC,r_value,10.0,9.0,-0.1,True,False,0.020000000000000018,False
gemini,2,26,HVAC,seer,11.0,10.0,-0.09090909090909091,True,False,0.020000000000000018,False
gemini,2,26,HVAC,hvac_age,30.0,25.0,-0.16666666666666666,True,False,0.020000000000000018,False
gemini,2,26,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.020000000000000018,False
gemini,2,27,HVAC,r_value,14.0,15.0,0.07142857142857142,True,False,0.010500000000000065,False
gemini,2,27,HVAC,seer,8.0,14.0,0.75,True,False,0.010500000000000065,False
gemini,2,27,HVAC,hvac_age,95.0,12.0,-0.8736842105263158,True,False,0.010500000000000065,False
gemini,2,27,HVAC,occupancy_context,overnight_sleep,occupied_sleep,,False,False,0.010500000000000065,False
gemini,2,28,HVAC,r_value,9.0,9.0,0.0,False,False,0.025500000000000023,False
gemini,2,28,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.025500000000000023,False
gemini,2,28,HVAC,hvac_age,35.0,15.0,-0.5714285714285714,True,False,0.025500000000000023,False
gemini,2,28,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.025500000000000023,False
gemini,2,29,HVAC,r_value,9.0,9.0,0.0,False,False,0.043999999999999956,False
gemini,2,29,HVAC,seer,10.0,10.0,0.0,False,False,0.043999999999999956,False
