scenario_id,description,location,utility_budget,appliance,appliance_age_type,housing_type,occupants,kwh_per_cycle,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_cost,raw_emissions
45,"It's late morning, around 11 and I need to run the dishwasher. When should I start it?","Norristown, PA",175.0,dishwasher,3,Apartment,2,1.1,8:00 PM,9.4,7.35,6.29,4.78,7.3675,2,0.0836,1.145
46,It's just past 9 AM and I need to run the washing machine. When should I start it?,"Reading, PA",150.0,washing_machine,7,Townhouse,3,0.45,9:00 AM,9.75,9.34,10.0,10.0,9.693999999999999,1,0.045,0.468
46,It's just past 9 AM and I need to run the washing machine. When should I start it?,"Reading, PA",150.0,washing_machine,7,Townhouse,3,0.45,8:00 PM,9.75,9.34,4.71,2.95,7.578499999999999,2,0.045,0.468
46,It's just past 9 AM and I need to run the washing machine. When should I start it?,"Reading, PA",150.0,washing_machine,7,Townhouse,3,0.45,12:00 AM,9.75,9.43,2.86,1.51,7.023999999999999,3,0.045,0.439
47,"It's mid-morning, about 10 and I need to run the dishwasher. When should I start it?","Pittsburgh, PA",150.0,dishwasher,5,Apartment,2,1.25,10:00 AM,8.6,6.89,10.0,10.0,8.491499999999998,1,0.1719,1.301
47,"It's mid-morning, about 10 and I need to run the dishwasher. When should I start it?","Pittsburgh, PA",150.0,dishwasher,5,Apartment,2,1.25,3:00 PM,8.6,6.89,7.83,6.69,7.560999999999999,2,0.1719,1.301
47,"It's mid-morning, about 10 and I need to run the dishwasher. When should I start it?","Pittsburgh, PA",150.0,dishwasher,5,Apartment,2,1.25,11:00 PM,8.6,7.13,5.53,2.7,6.5865,3,0.1719,1.22
48,"It's late afternoon, just past 3 and I need to run the washing machine. When should I start it?","Pittsburgh, PA",175.0,washing_machine,4,Single-family,4,0.38,3:00 PM,9.68,9.55,10.0,10.0,9.746500000000001,1,0.0523,0.396
48,"It's late afternoon, just past 3 and I need to run the washing machine. When should I start it?","Pittsburgh, PA",175.0,washing_machine,4,Single-family,4,0.38,7:00 PM,9.68,9.55,7.91,6.78,8.8455,2,0.0523,0.396
48,"It's late afternoon, just past 3 and I need to run the washing machine. When should I start it?","Pittsburgh, PA",175.0,washing_machine,4,Single-family,4,0.38,12:00 AM,9.68,9.63,3.83,1.51,7.2669999999999995,3,0.0523,0.371
49,It's just past 9 AM � when should I run the dryer?,"McKeesport, PA",200.0,dryer,6,Townhouse,3,2.8,9:00 AM,6.66,2.14,10.0,10.0,6.247,1,0.385,2.915
49,It's just past 9 AM � when should I run the dryer?,"McKeesport, PA",200.0,dryer,6,Townhouse,3,2.8,2:00 PM,6.66,2.14,7.29,6.04,5.111,2,0.385,2.915
49,It's just past 9 AM � when should I run the dryer?,"McKeesport, PA",200.0,dryer,6,Townhouse,3,2.8,11:00 PM,6.66,2.68,2.35,2.13,3.7255000000000003,3,0.385,2.733
50,It's just past 7 PM and I need to run the dishwasher. When should I start it?,"McKeesport, PA",120.0,dishwasher,8,Apartment,3,0.95,7:00 PM,8.97,7.81,10.0,10.0,8.9245,1,0.1306,0.989
50,It's just past 7 PM and I need to run the dishwasher. When should I start it?,"McKeesport, PA",120.0,dishwasher,8,Apartment,3,0.95,10:00 PM,8.97,7.81,8.46,6.74,8.1275,2,0.1306,0.989
50,It's just past 7 PM and I need to run the dishwasher. When should I start it?,"McKeesport, PA",120.0,dishwasher,8,Apartment,3,0.95,12:00 AM,8.97,7.99,7.56,4.27,7.6400000000000015,3,0.1306,0.927
51,It's around 2 in the afternoon and I need to run the washing machine. When should I start it?,"Pittsburgh, PA",150.0,washing_machine,3,Townhouse,2,0.28,2:00 PM,9.81,9.86,10.0,10.0,9.894,1,0.0385,0.291
51,It's around 2 in the afternoon and I need to run the washing machine. When should I start it?,"Pittsburgh, PA",150.0,washing_machine,3,Townhouse,2,0.28,7:00 AM,9.81,9.86,7.0,5.71,8.650500000000001,2,0.0385,0.291
51,It's around 2 in the afternoon and I need to run the washing machine. When should I start it?,"Pittsburgh, PA",150.0,washing_machine,3,Townhouse,2,0.28,10:00 PM,9.81,9.86,4.28,4.08,7.862,3,0.0385,0.291
52,"It's late afternoon, around 4 and I need to run the washing machine. When should I start it?","State College, PA",150.0,washing_machine,2,Apartment,2,0.2,4:00 PM,9.9,10.0,10.0,10.0,9.97,1,0.028,0.208
52,"It's late afternoon, around 4 and I need to run the washing machine. When should I start it?","State College, PA",150.0,washing_machine,2,Apartment,2,0.2,9:00 AM,9.97,10.0,7.0,5.71,8.7475,2,0.02,0.208
52,"It's late afternoon, around 4 and I need to run the washing machine. When should I start it?","State College, PA",150.0,washing_machine,2,Apartment,2,0.2,12:00 AM,9.97,10.0,3.59,2.86,7.638,3,0.02,0.195
53,It's around 5 in the evening � when should I run the washing machine?,"Harrisburg, PA",120.0,washing_machine,1,Single-family,3,0.23,5:00 PM,9.86,10.0,10.0,10.0,9.958,1,0.0322,0.239
53,It's around 5 in the evening � when should I run the washing machine?,"Harrisburg, PA",120.0,washing_machine,1,Single-family,3,0.23,9:00 AM,9.95,10.0,5.92,4.64,8.365,3,0.023,0.239
53,It's around 5 in the evening � when should I run the washing machine?,"Harrisburg, PA",120.0,washing_machine,1,Single-family,3,0.23,10:00 PM,9.95,10.0,6.01,5.19,8.465499999999999,2,0.023,0.239
54,"It's late afternoon, just past 3 and I need to run the dryer. When should I start it?","Philadelphia, PA",200.0,dryer,15,Single-family,4,3.2,3:00 PM,0.87,0.92,10.0,10.0,4.083,3,1.024,3.331
54,"It's late afternoon, just past 3 and I need to run the dryer. When should I start it?","Philadelphia, PA",200.0,dryer,15,Single-family,4,3.2,8:00 AM,7.95,0.92,6.29,4.86,4.694,1,0.2432,3.331
54,"It's late afternoon, just past 3 and I need to run the dryer. When should I start it?","Philadelphia, PA",200.0,dryer,15,Single-family,4,3.2,11:00 PM,7.95,1.53,4.28,3.11,4.242999999999999,2,0.2432,3.123
55,It's just past 7 PM � when should I run the dryer?,"Bethlehem, PA",175.0,dryer,12,Townhouse,3,3.5,7:00 PM,6.98,0.0,10.0,10.0,5.593999999999999,1,0.35,3.643
55,It's just past 7 PM � when should I run the dryer?,"Bethlehem, PA",175.0,dryer,12,Townhouse,3,3.5,9:00 AM,6.98,0.0,5.13,3.42,3.633,3,0.35,3.643
55,It's just past 7 PM � when should I run the dryer?,"Bethlehem, PA",175.0,dryer,12,Townhouse,3,3.5,12:00 AM,6.98,0.67,5.06,3.88,3.9225,2,0.35,3.416
56,It's around 3 in the afternoon and I need to run the dishwasher. When should I start it?,"Exton, PA",150.0,dishwasher,2,Apartment,2,0.72,3:00 PM,8.07,8.51,10.0,10.0,8.8995,1,0.2304,0.75
56,It's around 3 in the afternoon and I need to run the dishwasher. When should I start it?,"Exton, PA",150.0,dishwasher,2,Apartment,2,0.72,9:00 AM,9.66,8.51,7.43,6.21,8.294,2,0.0547,0.75
56,It's around 3 in the afternoon and I need to run the dishwasher. When should I start it?,"Exton, PA",150.0,dishwasher,2,Apartment,2,0.72,10:00 PM,9.66,8.51,7.0,4.64,7.9725,3,0.0547,0.75
57,It's nearly 11 at night and I need to run the washing machine. When should I start it?,"Scranton, PA",150.0,washing_machine,5,Apartment,3,0.38,11:00 PM,9.81,9.63,7.83,9.25,9.267,1,0.038,0.371
57,It's nearly 11 at night and I need to run the washing machine. When should I start it?,"Scranton, PA",150.0,washing_machine,5,Apartment,3,0.38,8:00 AM,9.81,9.55,5.53,3.87,7.972,2,0.038,0.396
57,It's nearly 11 at night and I need to run the washing machine. When should I start it?,"Scranton, PA",150.0,washing_machine,5,Apartment,3,0.38,2:00 PM,9.67,9.55,5.53,3.87,7.93,3,0.0532,0.396
58,It's late � just past 10 PM and I need to run the dryer. When should I start it?,"Philadelphia, PA",150.0,dryer,6,Apartment,4,2.5,10:00 PM,8.43,3.06,7.83,9.25,6.5535,1,0.19,2.603
58,It's late � just past 10 PM and I need to run the dryer. When should I start it?,"Philadelphia, PA",150.0,dryer,6,Apartment,4,2.5,9:00 AM,8.43,3.06,4.71,2.95,4.9845,2,0.19,2.603
58,It's late � just past 10 PM and I need to run the dryer. When should I start it?,"Philadelphia, PA",150.0,dryer,6,Apartment,4,2.5,2:00 PM,2.9,3.06,5.92,4.31,3.7715,3,0.8,2.603
59,It's just past midnight and I need to run the washing machine. When should I start it?,"York, PA",175.0,washing_machine,4,Apartment,2,0.35,12:00 AM,9.9,9.71,7.83,8.45,9.202,1,0.028,0.342
59,It's just past midnight and I need to run the washing machine. When should I start it?,"York, PA",175.0,washing_machine,4,Apartment,2,0.35,10:00 AM,9.9,9.65,5.92,4.36,8.185500000000001,3,0.028,0.364
59,It's just past midnight and I need to run the washing machine. When should I start it?,"York, PA",175.0,washing_machine,4,Apartment,2,0.35,3:00 PM,9.46,9.65,6.29,4.78,8.1905,2,0.077,0.364
60,It's just gone 1 AM and I need to run the dryer. When should I start it?,"Erie, PA",150.0,dryer,8,Apartment,2,3.0,1:00 AM,8.2,2.11,7.83,8.45,6.031999999999999,1,0.216,2.928
60,It's just gone 1 AM and I need to run the dryer. When should I start it?,"Erie, PA",150.0,dryer,8,Apartment,2,3.0,9:00 AM,8.2,1.53,6.65,5.19,5.104,2,0.216,3.123
60,It's just gone 1 AM and I need to run the dryer. When should I start it?,"Erie, PA",150.0,dryer,8,Apartment,2,3.0,2:00 PM,5.12,1.53,5.53,3.93,3.7670000000000003,3,0.555,3.123
61,It's getting close to midnight � when should I run the washing machine?,"Greensburg, PA",175.0,washing_machine,5,Townhouse,3,0.45,11:00 PM,9.88,9.43,8.3,9.25,9.312,1,0.0302,0.439
61,It's getting close to midnight � when should I run the washing machine?,"Greensburg, PA",175.0,washing_machine,5,Townhouse,3,0.45,8:00 AM,9.88,9.34,5.53,3.87,7.919499999999999,3,0.0302,0.468
61,It's getting close to midnight � when should I run the washing machine?,"Greensburg, PA",175.0,washing_machine,5,Townhouse,3,0.45,3:00 PM,9.48,9.34,5.92,4.64,7.992999999999999,2,0.0743,0.468
62,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Doylestown, PA",175.0,dishwasher,4,Single-family,5,1.25,8:00 AM,9.29,6.89,10.0,10.0,8.6985,1,0.095,1.301
62,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Doylestown, PA",175.0,dishwasher,4,Single-family,5,1.25,12:00 PM,9.29,6.89,7.83,6.69,7.767999999999999,2,0.095,1.301
62,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Doylestown, PA",175.0,dishwasher,4,Single-family,5,1.25,6:00 PM,9.29,6.89,4.66,4.64,6.826499999999999,3,0.095,1.301
63,"It's mid-afternoon, about 2 and I need to run the dryer. When should I start it?","Wilkes-Barre, PA",200.0,dryer,7,Single-family,5,2.5,2:00 PM,6.98,3.06,10.0,10.0,6.665,1,0.35,2.603
63,"It's mid-afternoon, about 2 and I need to run the dryer. When should I start it?","Wilkes-Barre, PA",200.0,dryer,7,Single-family,5,2.5,4:00 PM,6.98,3.06,8.73,8.03,6.115500000000001,2,0.35,2.603
63,"It's mid-afternoon, about 2 and I need to run the dryer. When should I start it?","Wilkes-Barre, PA",200.0,dryer,7,Single-family,5,2.5,8:00 PM,7.89,3.06,6.11,4.64,5.356,3,0.25,2.603
64,It's just after 8 AM � when should I run the dishwasher?,"Lebanon, PA",150.0,dishwasher,5,Townhouse,4,1.1,9:00 AM,9.16,7.35,10.0,10.0,8.8205,1,0.11,1.145
64,It's just after 8 AM � when should I run the dishwasher?,"Lebanon, PA",150.0,dishwasher,5,Townhouse,4,1.1,3:00 PM,8.76,7.35,7.09,5.81,7.49,2,0.154,1.145
64,It's just after 8 AM � when should I run the dishwasher?,"Lebanon, PA",150.0,dishwasher,5,Townhouse,4,1.1,8:00 PM,9.16,7.35,4.78,4.64,6.972499999999999,3,0.11,1.145
65,It's around 2 in the morning and I need to run the washing machine. When should I start it?,"Allentown, PA",120.0,washing_machine,6,Apartment,6,0.38,2:00 AM,9.81,9.63,7.83,8.45,9.147,1,0.038,0.371
65,It's around 2 in the morning and I need to run the washing machine. When should I start it?,"Allentown, PA",120.0,washing_machine,6,Apartment,6,0.38,10:00 AM,9.81,9.55,5.23,4.64,8.027500000000002,2,0.038,0.396
65,It's around 2 in the morning and I need to run the washing machine. When should I start it?,"Allentown, PA",120.0,washing_machine,6,Apartment,6,0.38,3:00 PM,9.67,9.55,3.94,2.03,7.336,3,0.0532,0.396
66,It's 3 in the morning and I need to run the dryer. When should I start it?,"Chester, PA",175.0,dryer,5,Apartment,5,2.8,3:00 AM,8.22,2.68,7.83,8.45,6.2375,1,0.2128,2.733
66,It's 3 in the morning and I need to run the dryer. When should I start it?,"Chester, PA",175.0,dryer,5,Apartment,5,2.8,10:00 AM,8.22,2.14,5.63,4.08,4.953,2,0.2128,2.915
66,It's 3 in the morning and I need to run the dryer. When should I start it?,"Chester, PA",175.0,dryer,5,Apartment,5,2.8,3:00 PM,2.03,2.14,3.48,1.51,2.2805,3,0.896,2.915
67,"It's late morning, just before noon and I need to run the dryer. When should I start it?","Easton, PA",190.0,dryer,6,Single-family,3,2.5,11:00 AM,8.34,3.06,10.0,10.0,7.0729999999999995,1,0.2,2.603
67,"It's late morning, just before noon and I need to run the dryer. When should I start it?","Easton, PA",190.0,dryer,6,Single-family,3,2.5,3:00 PM,5.17,3.06,7.81,6.66,5.183,2,0.55,2.603
67,"It's late morning, just before noon and I need to run the dryer. When should I start it?","Easton, PA",190.0,dryer,6,Single-family,3,2.5,12:00 AM,8.34,3.54,2.86,1.51,4.539499999999999,3,0.2,2.44
68,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Chambersburg, PA",165.0,washing_machine,4,Apartment,2,0.32,10:00 AM,9.92,9.74,10.0,10.0,9.885,1,0.0256,0.333
68,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Chambersburg, PA",165.0,washing_machine,4,Apartment,2,0.32,4:00 PM,9.52,9.74,7.43,6.21,8.6825,2,0.0704,0.333
68,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Chambersburg, PA",165.0,washing_machine,4,Apartment,2,0.32,10:00 PM,9.92,9.74,1.53,2.2,7.021,3,0.0256,0.333
69,It's just past 8 PM and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",160.0,dishwasher,3,Single-family,5,1.1,8:00 PM,8.78,7.35,10.0,10.0,8.7065,1,0.1513,1.145
69,It's just past 8 PM and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",160.0,dishwasher,3,Single-family,5,1.1,9:00 AM,8.78,7.35,4.08,4.64,6.7185,3,0.1513,1.145
69,It's just past 8 PM and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",160.0,dishwasher,3,Single-family,5,1.1,11:00 PM,8.78,7.56,8.32,6.57,7.929499999999999,2,0.1513,1.074
70,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Philadelphia, PA",140.0,washing_machine,1,Apartment,1,0.15,3:00 PM,9.72,10.0,10.0,10.0,9.916,1,0.048,0.156
70,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Philadelphia, PA",140.0,washing_machine,1,Apartment,1,0.15,9:00 AM,10.0,10.0,7.43,6.21,8.9175,2,0.0114,0.156
70,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Philadelphia, PA",140.0,washing_machine,1,Apartment,1,0.15,11:00 PM,10.0,10.0,3.59,4.08,7.83,3,0.0114,0.146
71,It's just past midnight and I need to run the dryer. When should I start it?,"Pittsburgh, PA",180.0,dryer,5,Apartment,3,2.5,12:00 AM,7.04,3.54,7.83,8.45,6.1845,1,0.3438,2.44
71,It's just past midnight and I need to run the dryer. When should I start it?,"Pittsburgh, PA",180.0,dryer,5,Apartment,3,2.5,9:00 AM,7.04,3.06,5.53,3.87,4.8694999999999995,2,0.3438,2.603
71,It's just past midnight and I need to run the dryer. When should I start it?,"Pittsburgh, PA",180.0,dryer,5,Apartment,3,2.5,2:00 PM,7.04,3.06,5.13,3.42,4.7219999999999995,3,0.3438,2.603
72,It's nearly 11 at night � when should I run the washing machine?,"Altoona, PA",155.0,washing_machine,6,Apartment,4,0.42,11:00 PM,9.88,9.51,7.83,9.25,9.245999999999999,1,0.0302,0.41
72,It's nearly 11 at night � when should I run the washing machine?,"Altoona, PA",155.0,washing_machine,6,Apartment,4,0.42,10:00 AM,9.88,9.43,4.71,2.95,7.649,3,0.0302,0.437
72,It's nearly 11 at night � when should I run the washing machine?,"Altoona, PA",155.0,washing_machine,6,Apartment,4,0.42,3:00 PM,9.45,9.43,5.92,4.64,8.0155,2,0.0777,0.437
73,It's barely 5 in the morning and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,4,Single-family,3,1.2,5:00 AM,9.33,7.27,10.0,8.45,8.610999999999999,1,0.0912,1.171
73,It's barely 5 in the morning and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,4,Single-family,3,1.2,9:00 AM,9.33,7.04,8.02,6.91,7.9035,2,0.0912,1.249
73,It's barely 5 in the morning and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,4,Single-family,3,1.2,7:00 PM,9.33,7.04,5.26,4.64,7.010999999999999,3,0.0912,1.249
74,It's about 4 in the afternoon and I need to run the dryer. When should I start it?,"Bethlehem, PA",195.0,dryer,8,Townhouse,4,2.8,4:00 PM,6.6,2.14,10.0,10.0,6.228999999999999,1,0.392,2.915
74,It's about 4 in the afternoon and I need to run the dryer. When should I start it?,"Bethlehem, PA",195.0,dryer,8,Townhouse,4,2.8,6:00 PM,7.62,2.14,8.9,8.23,6.0495,2,0.28,2.915
74,It's about 4 in the afternoon and I need to run the dryer. When should I start it?,"Bethlehem, PA",195.0,dryer,8,Townhouse,4,2.8,10:00 PM,7.62,2.14,4.39,4.31,4.5595,3,0.28,2.915
75,"It's late afternoon, just past 3 � when should I run the dishwasher?","Greensburg, PA",180.0,dishwasher,6,Townhouse,3,1.05,3:00 PM,8.58,7.5,10.0,10.0,8.699,1,0.1733,1.093
75,"It's late afternoon, just past 3 � when should I run the dishwasher?","Greensburg, PA",180.0,dishwasher,6,Townhouse,3,1.05,9:00 PM,9.52,7.5,7.09,5.81,7.7705,2,0.0704,1.093
75,"It's late afternoon, just past 3 � when should I run the dishwasher?","Greensburg, PA",180.0,dishwasher,6,Townhouse,3,1.05,11:00 PM,9.52,7.7,6.17,3.44,7.301,3,0.0704,1.025
76,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",185.0,dishwasher,35,Single-family,3,1.85,8:00 AM,7.85,5.05,10.0,10.0,7.6225,1,0.2544,1.926
76,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",185.0,dishwasher,35,Single-family,3,1.85,2:00 PM,7.85,5.05,7.09,5.81,6.412,2,0.2544,1.926
76,It's around 8 in the morning and I need to run the dishwasher. When should I start it?,"Pittsburgh, PA",185.0,dishwasher,35,Single-family,3,1.85,11:00 PM,7.85,5.41,5.73,2.89,5.827999999999999,3,0.2544,1.806
77,It's around 2 in the afternoon and I need to run the dryer. When should I start it?,"Erie, PA",215.0,dryer,38,Townhouse,4,4.1,2:00 PM,3.28,0.0,10.0,10.0,4.484,1,0.7585,4.268
77,It's around 2 in the afternoon and I need to run the dryer. When should I start it?,"Erie, PA",215.0,dryer,38,Townhouse,4,4.1,9:00 PM,7.48,0.0,6.29,4.86,4.231,2,0.2952,4.268
77,It's around 2 in the afternoon and I need to run the dryer. When should I start it?,"Erie, PA",215.0,dryer,38,Townhouse,4,4.1,2:00 AM,7.48,0.0,1.24,1.51,2.7185,3,0.2952,4.002
78,It's just past 5 PM and I need to run the washing machine. When should I start it?,"Scranton, PA",175.0,washing_machine,32,Apartment,2,0.85,5:00 PM,9.08,8.12,10.0,10.0,9.065999999999999,1,0.119,0.885
78,It's just past 5 PM and I need to run the washing machine. When should I start it?,"Scranton, PA",175.0,washing_machine,32,Apartment,2,0.85,11:00 PM,9.38,8.28,4.61,5.19,7.4125000000000005,2,0.085,0.83
78,It's just past 5 PM and I need to run the washing machine. When should I start it?,"Scranton, PA",175.0,washing_machine,32,Apartment,2,0.85,6:00 AM,9.38,8.28,2.08,3.93,6.7175,3,0.085,0.83
79,It's about 10 in the morning and I need to run the dishwasher. When should I start it?,"Allentown, PA",200.0,dishwasher,40,Single-family,4,2.1,10:00 AM,8.25,4.29,10.0,10.0,7.4765,1,0.21,2.186
79,It's about 10 in the morning and I need to run the dishwasher. When should I start it?,"Allentown, PA",200.0,dishwasher,40,Single-family,4,2.1,2:00 PM,7.49,4.29,8.02,6.91,6.389,2,0.294,2.186
79,It's about 10 in the morning and I need to run the dishwasher. When should I start it?,"Allentown, PA",200.0,dishwasher,40,Single-family,4,2.1,11:00 PM,8.25,4.69,4.78,1.71,5.329000000000001,3,0.21,2.05
80,It's just past 5 PM and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,7,Condo,2,1.15,5:00 PM,6.82,7.2,10.0,10.0,8.065999999999999,1,0.368,1.197
80,It's just past 5 PM and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,7,Condo,2,1.15,11:00 PM,9.36,7.42,7.43,5.19,7.669499999999999,2,0.0874,1.122
80,It's just past 5 PM and I need to run the dishwasher. When should I start it?,"King of Prussia, PA",165.0,dishwasher,7,Condo,2,1.15,8:00 AM,9.36,7.2,6.29,4.78,7.302999999999999,3,0.0874,1.197
81,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Blue Bell, PA",145.0,washing_machine,5,Condo,2,0.32,10:00 AM,9.93,9.74,10.0,10.0,9.888,1,0.0243,0.333
81,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Blue Bell, PA",145.0,washing_machine,5,Condo,2,0.32,3:00 PM,9.23,9.74,7.83,6.69,8.7475,2,0.1024,0.333
81,It's around 10 in the morning and I need to run the washing machine. When should I start it?,"Blue Bell, PA",145.0,washing_machine,5,Condo,2,0.32,11:00 PM,9.93,9.8,2.08,2.7,7.23,3,0.0243,0.312
82,It's just past 9 AM and I need to run the dryer. When should I start it?,"Doylestown, PA",175.0,dryer,9,Condo,3,2.9,9:00 AM,8.16,1.84,10.0,10.0,6.5920000000000005,1,0.2204,3.019
82,It's just past 9 AM and I need to run the dryer. When should I start it?,"Doylestown, PA",175.0,dryer,9,Condo,3,2.9,2:00 PM,1.74,1.84,7.29,6.04,3.5300000000000002,2,0.928,3.019
82,It's just past 9 AM and I need to run the dryer. When should I start it?,"Doylestown, PA",175.0,dryer,9,Condo,3,2.9,10:00 PM,8.16,1.84,0.94,1.61,3.5215,3,0.2204,3.019
83,It's around 2 in the afternoon and I need to run the dishwasher. When should I start it?,"Philadelphia, PA",165.0,dishwasher,6,Rowhouse,3,1.2,2:00 PM,6.67,7.04,10.0,10.0,7.965,1,0.384,1.249
83,It's around 2 in the afternoon and I need to run the dishwasher. When should I start it?,"Philadelphia, PA",165.0,dishwasher,6,Rowhouse,3,1.2,8:00 PM,9.33,7.04,7.09,5.81,7.5525,2,0.0912,1.249
83,It's around 2 in the afternoon and I need to run the dishwasher. When should I start it?,"Philadelphia, PA",165.0,dishwasher,6,Rowhouse,3,1.2,2:00 AM,9.33,7.27,4.28,1.51,6.425999999999999,3,0.0912,1.171
84,It's about 7 in the evening and I need to run the washing machine. When should I start it?,"Lancaster, PA",170.0,washing_machine,8,Rowhouse,4,0.42,7:00 PM,9.77,9.43,10.0,10.0,9.731499999999999,1,0.042,0.437
84,It's about 7 in the evening and I need to run the washing machine. When should I start it?,"Lancaster, PA",170.0,washing_machine,8,Rowhouse,4,0.42,11:00 PM,9.77,9.51,5.82,5.81,8.294999999999998,2,0.042,0.41
84,It's about 7 in the evening and I need to run the washing machine. When should I start it?,"Lancaster, PA",170.0,washing_machine,8,Rowhouse,4,0.42,8:00 AM,9.77,9.43,4.71,2.95,7.615999999999999,3,0.042,0.437
85,It's around 8 in the morning and I need to run the dryer. When should I start it?,"Norristown, PA",195.0,dryer,11,Rowhouse,3,3.1,8:00 AM,8.02,1.23,10.0,10.0,6.336499999999999,1,0.2356,3.227
85,It's around 8 in the morning and I need to run the dryer. When should I start it?,"Norristown, PA",195.0,dryer,11,Rowhouse,3,3.1,3:00 PM,1.16,1.23,6.29,4.86,2.7655000000000003,3,0.992,3.227
85,It's around 8 in the morning and I need to run the dryer. When should I start it?,"Norristown, PA",195.0,dryer,11,Rowhouse,3,3.1,11:00 PM,8.02,1.82,2.86,2.63,4.0095,2,0.2356,3.026
86,It's around 9 in the morning and I need to run the dishwasher. When should I start it?,"Exton, PA",170.0,dishwasher,5,Condo,2,1.05,9:00 AM,9.43,7.5,10.0,10.0,8.954,1,0.0798,1.093
86,It's around 9 in the morning and I need to run the dishwasher. When should I start it?,"Exton, PA",170.0,dishwasher,5,Condo,2,1.05,3:00 PM,7.11,7.5,7.43,6.21,7.1754999999999995,3,0.336,1.093
86,It's around 9 in the morning and I need to run the dishwasher. When should I start it?,"Exton, PA",170.0,dishwasher,5,Condo,2,1.05,11:00 PM,9.43,7.7,5.92,3.17,7.1834999999999996,2,0.0798,1.025
87,It's just past 6 PM and I need to run the washing machine. When should I start it?,"West Chester, PA",155.0,washing_machine,4,Condo,1,0.35,6:00 PM,9.91,9.65,10.0,10.0,9.8505,1,0.0266,0.364
87,It's just past 6 PM and I need to run the washing machine. When should I start it?,"West Chester, PA",155.0,washing_machine,4,Condo,1,0.35,11:00 PM,9.91,9.71,5.13,5.71,8.254,2,0.0266,0.342
87,It's just past 6 PM and I need to run the washing machine. When should I start it?,"West Chester, PA",155.0,washing_machine,4,Condo,1,0.35,8:00 AM,9.91,9.65,5.92,4.36,8.188500000000001,3,0.0266,0.364
88,It's about 10 in the morning and I need to run the dryer. When should I start it?,"Coatesville, PA",185.0,dryer,9,Condo,2,2.9,10:00 AM,8.16,1.84,10.0,10.0,6.5920000000000005,1,0.2204,3.019
88,It's about 10 in the morning and I need to run the dryer. When should I start it?,"Coatesville, PA",185.0,dryer,9,Condo,2,2.9,3:00 PM,1.74,1.84,7.83,6.69,3.7355,3,0.928,3.019
88,It's about 10 in the morning and I need to run the dryer. When should I start it?,"Coatesville, PA",185.0,dryer,9,Condo,2,2.9,11:00 PM,8.16,2.39,2.08,2.7,4.1055,2,0.2204,2.83
89,It's just past 8 AM and I need to run the dishwasher. When should I start it?,"Bethlehem, PA",170.0,dishwasher,7,Rowhouse,3,1.25,8:00 AM,9.02,6.89,10.0,10.0,8.6175,1,0.125,1.301
89,It's just past 8 AM and I need to run the dishwasher. When should I start it?,"Bethlehem, PA",170.0,dishwasher,7,Rowhouse,3,1.25,2:00 PM,8.57,6.89,7.09,5.81,7.272,2,0.175,1.301
89,It's just past 8 AM and I need to run the dishwasher. When should I start it?,"Bethlehem, PA",170.0,dishwasher,7,Rowhouse,3,1.25,10:00 PM,9.02,6.89,5.26,2.31,6.515999999999999,3,0.125,1.301
90,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Hazleton, PA",160.0,washing_machine,6,Rowhouse,2,0.42,3:00 PM,9.62,9.43,10.0,10.0,9.686499999999999,1,0.0588,0.437
90,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Hazleton, PA",160.0,washing_machine,6,Rowhouse,2,0.42,9:00 PM,9.77,9.43,7.43,6.21,8.649,2,0.042,0.437
90,It's around 3 in the afternoon and I need to run the washing machine. When should I start it?,"Hazleton, PA",160.0,washing_machine,6,Rowhouse,2,0.42,2:00 AM,9.77,9.51,2.86,1.51,7.057999999999999,3,0.042,0.41
