architecture,run,decision_type,kendall_tau,spearman_rho,top1_accuracy,top2_accuracy,overall_mae,overall_rmse,overall_rmse_mae_ratio,energy_cost_mae,environmental_mae,comfort_mae,practicality_mae,energy_cost_rmse,environmental_rmse,comfort_rmse,practicality_rmse,n_scenarios,n_failed,n_total,model
Direct_LLM_Scoring,3,HVAC,0.1714,0.1929,0.3714,0.7857,0.2054,0.2579,1.2556,0.236,0.2661,0.1726,0.1469,0.2858,0.3147,0.2232,0.1885,70,0,0,gptoss
Direct_LLM_Scoring,3,Appliance,-0.0564,-0.0846,0.3385,0.5846,0.2857,0.3526,1.2342,0.2958,0.3801,0.217,0.2497,0.3556,0.4567,0.2692,0.2998,65,0,0,gptoss
Direct_LLM_Scoring,3,Shower,0.2111,0.2167,0.3667,0.7333,0.2272,0.2972,1.3081,0.2346,0.2278,0.1419,0.3047,0.321,0.3134,0.1705,0.3506,60,0,0,gptoss
Direct_LLM_Scoring,4,Overall,0.0632,0.0641,0.359,0.6769,0.2429,0.3079,1.2676,0.2607,0.2917,0.1846,0.2348,0.3271,0.3669,0.2314,0.2899,195,0,195,gptoss
Direct_LLM_Scoring,4,HVAC,0.181,0.1929,0.4571,0.7571,0.2106,0.2621,1.2445,0.2512,0.2657,0.1807,0.1447,0.2966,0.3114,0.234,0.1872,70,0,0,gptoss
Direct_LLM_Scoring,4,Appliance,-0.1077,-0.1154,0.2769,0.6,0.2869,0.3542,1.2346,0.2922,0.3702,0.2273,0.2582,0.357,0.4536,0.2743,0.3054,65,0,0,gptoss
Direct_LLM_Scoring,4,Shower,0.1111,0.1083,0.3333,0.6667,0.233,0.3034,1.3021,0.2377,0.2369,0.1428,0.3147,0.3271,0.3185,0.1691,0.3622,60,0,0,gptoss
Direct_LLM_Scoring,5,Overall,0.0017,0.0026,0.3179,0.6462,0.2424,0.3076,1.269,0.264,0.2967,0.1837,0.2254,0.331,0.3706,0.2307,0.28,195,0,195,gptoss
Direct_LLM_Scoring,5,HVAC,0.1619,0.1714,0.4,0.7857,0.2112,0.2655,1.2571,0.251,0.269,0.1766,0.1482,0.3023,0.3219,0.2283,0.1869,70,0,0,gptoss
Direct_LLM_Scoring,5,Appliance,-0.241,-0.2692,0.2,0.5231,0.2876,0.3583,1.2458,0.3059,0.3887,0.2198,0.2358,0.3746,0.4648,0.2688,0.2914,65,0,0,gptoss
Direct_LLM_Scoring,5,Shower,0.0778,0.1,0.35,0.6167,0.23,0.2936,1.2765,0.2338,0.2292,0.1528,0.3041,0.3121,0.3025,0.1841,0.3493,60,0,0,gptoss
Example-Guided_LLM_Scoring,1,Overall,0.2581,0.2795,0.441,0.7795,0.171,0.2445,1.4298,0.1767,0.1716,0.1571,0.1788,0.2554,0.2542,0.2147,0.2514,195,0,195,gptoss
Example-Guided_LLM_Scoring,1,HVAC,0.2381,0.2857,0.4143,0.7857,0.1681,0.2398,1.4265,0.2087,0.2077,0.1406,0.1153,0.2904,0.2872,0.1909,0.1639,70,0,0,gptoss
Example-Guided_LLM_Scoring,1,Appliance,-0.0359,-0.0692,0.3077,0.6462,0.2158,0.2945,1.3647,0.1946,0.1867,0.2134,0.2685,0.2771,0.284,0.269,0.3422,65,0,0,gptoss
Example-Guided_LLM_Scoring,1,Shower,0.6,0.65,0.6167,0.9167,0.126,0.1824,1.4476,0.1201,0.113,0.1152,0.1558,0.1746,0.1625,0.1702,0.2173,60,0,0,gptoss
Example-Guided_LLM_Scoring,2,Overall,0.2786,0.2897,0.4821,0.7538,0.1693,0.2435,1.4383,0.1721,0.1649,0.1551,0.1851,0.2503,0.252,0.2136,0.2558,195,0,195,gptoss
Example-Guided_LLM_Scoring,2,HVAC,0.2,0.2143,0.4571,0.7286,0.1717,0.2474,1.4409,0.2122,0.2088,0.1502,0.1155,0.3026,0.2964,0.2009,0.1582,70,0,0,gptoss
Example-Guided_LLM_Scoring,2,Appliance,-0.0051,-0.0308,0.3077,0.6154,0.2104,0.2898,1.3774,0.1792,0.174,0.2054,0.2832,0.2552,0.2771,0.2643,0.3523,65,0,0,gptoss
Example-Guided_LLM_Scoring,2,Shower,0.6778,0.725,0.7,0.9333,0.122,0.1743,1.4287,0.1176,0.1039,0.1063,0.1602,0.1618,0.1441,0.1597,0.2215,60,0,0,gptoss
Example-Guided_LLM_Scoring,3,Overall,0.2581,0.2718,0.4923,0.7641,0.1665,0.2373,1.4252,0.1682,0.1598,0.1532,0.1847,0.2393,0.2365,0.211,0.2597,195,0,195,gptoss
Example-Guided_LLM_Scoring,3,HVAC,0.2952,0.3286,0.5143,0.7714,0.1569,0.2217,1.413,0.1877,0.1871,0.1392,0.1134,0.2589,0.2598,0.1903,0.1608,70,0,0,gptoss
Example-Guided_LLM_Scoring,3,Appliance,-0.1077,-0.1385,0.3077,0.6,0.2152,0.2925,1.3592,0.1954,0.1761,0.2071,0.2821,0.2733,0.2726,0.2629,0.3525,65,0,0,gptoss
Example-Guided_LLM_Scoring,3,Shower,0.6111,0.65,0.6667,0.9333,0.1249,0.1814,1.4524,0.1161,0.1102,0.1111,0.1624,0.1641,0.1501,0.1662,0.2334,60,0,0,gptoss
Example-Guided_LLM_Scoring,4,Overall,0.2308,0.2564,0.4667,0.7282,0.1712,0.2448,1.4299,0.1745,0.1659,0.1595,0.1848,0.2542,0.2484,0.2177,0.2569,195,0,195,gptoss
Example-Guided_LLM_Scoring,4,HVAC,0.2571,0.3071,0.4857,0.7714,0.167,0.2381,1.4257,0.2072,0.2027,0.1414,0.1167,0.2917,0.2853,0.188,0.1579,70,0,0,gptoss
Example-Guided_LLM_Scoring,4,Appliance,-0.1385,-0.1692,0.2615,0.4923,0.2183,0.2992,1.3706,0.1927,0.1773,0.2168,0.2864,0.2784,0.2742,0.2766,0.3591,65,0,0,gptoss
Example-Guided_LLM_Scoring,4,Shower,0.6,0.6583,0.6667,0.9333,0.1251,0.1778,1.4213,0.1166,0.1106,0.1187,0.1543,0.1635,0.1554,0.1731,0.2136,60,0,0,gptoss
Example-Guided_LLM_Scoring,5,Overall,0.3368,0.3564,0.4872,0.8,0.1669,0.2407,1.4422,0.1708,0.1681,0.1501,0.1786,0.2497,0.2543,0.2057,0.2499,195,0,195,gptoss
Example-Guided_LLM_Scoring,5,HVAC,0.3333,0.3714,0.4714,0.8143,0.1687,0.2425,1.4375,0.2085,0.2071,0.148,0.1111,0.2929,0.2896,0.2012,0.1586,70,0,0,gptoss
Example-Guided_LLM_Scoring,5,Appliance,0.0462,0.0231,0.3385,0.6154,0.2084,0.287,1.3772,0.1844,0.1843,0.1925,0.2726,0.2646,0.288,0.2459,0.3408,65,0,0,gptoss
Example-Guided_LLM_Scoring,5,Shower,0.6556,0.7,0.6667,0.9833,0.1198,0.1744,1.4558,0.1119,0.1051,0.1066,0.1557,0.1633,0.15,0.1574,0.2185,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Overall,0.9059,0.9147,0.9294,0.9706,0.0509,0.0996,1.9568,0.0786,0.0952,0.0102,0.0196,0.1224,0.139,0.0427,0.0599,170,25,195,gptoss
LLM-Parameterized_Reference_Scoring,1,HVAC,0.9704,0.9778,0.9778,1.0,0.0483,0.0944,1.9545,0.0818,0.0802,0.0,0.0313,0.1321,0.1291,0.0,0.0397,45,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Appliance,0.9795,0.9846,1.0,1.0,0.0493,0.0966,1.9594,0.0759,0.1215,0.0,0.0,0.1098,0.1589,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,1,Shower,0.7778,0.7917,0.8167,0.9167,0.0545,0.1065,1.9541,0.0791,0.0778,0.029,0.0322,0.1277,0.1221,0.0718,0.0948,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Overall,0.8974,0.9112,0.9172,0.9763,0.0514,0.1016,1.9767,0.0765,0.0971,0.0103,0.0217,0.1216,0.1436,0.0428,0.0638,169,26,195,gptoss
LLM-Parameterized_Reference_Scoring,2,HVAC,0.9242,0.9432,0.9091,1.0,0.0501,0.0939,1.8743,0.0835,0.081,0.0,0.0359,0.1308,0.1274,0.0,0.0437,44,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Appliance,0.9692,0.9769,0.9846,1.0,0.0546,0.1082,1.9817,0.0823,0.136,0.0,0.0,0.1247,0.1769,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,2,Shower,0.8,0.8167,0.85,0.9333,0.049,0.0997,2.0347,0.0653,0.0668,0.029,0.0348,0.1108,0.1107,0.0718,0.1004,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Overall,0.8966,0.908,0.9138,0.9828,0.0545,0.1089,1.9982,0.0814,0.1025,0.01,0.024,0.1304,0.1557,0.0422,0.0663,174,21,195,gptoss
LLM-Parameterized_Reference_Scoring,3,HVAC,0.9456,0.9592,0.9592,1.0,0.0556,0.111,1.9964,0.0929,0.0916,0.0,0.038,0.1539,0.1526,0.0,0.0478,49,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Appliance,0.959,0.9692,0.9846,1.0,0.0547,0.1112,2.0329,0.0801,0.1389,0.0,0.0,0.1192,0.1877,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,3,Shower,0.7889,0.8,0.8,0.95,0.0532,0.1047,1.968,0.0735,0.0718,0.029,0.0385,0.1209,0.1147,0.0718,0.1044,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Overall,0.901,0.92,0.9143,0.9943,0.051,0.0989,1.9392,0.0777,0.0969,0.0099,0.0193,0.1201,0.1404,0.042,0.0565,175,20,195,gptoss
LLM-Parameterized_Reference_Scoring,4,HVAC,0.9333,0.95,0.92,1.0,0.0481,0.095,1.9751,0.0796,0.0789,0.0,0.0339,0.1311,0.1306,0.0,0.0435,50,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Appliance,0.959,0.9692,0.9846,1.0,0.0507,0.0979,1.931,0.0758,0.1269,0.0,0.0,0.1088,0.1629,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,4,Shower,0.8111,0.8417,0.8333,0.9833,0.0537,0.1029,1.9162,0.0781,0.0793,0.029,0.0282,0.122,0.1207,0.0718,0.0879,60,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Overall,0.8863,0.9029,0.9118,0.9824,0.0516,0.0984,1.907,0.0772,0.0971,0.0102,0.0217,0.1171,0.1386,0.0427,0.0629,170,25,195,gptoss
LLM-Parameterized_Reference_Scoring,5,HVAC,0.9407,0.9556,0.9333,1.0,0.0536,0.1036,1.9328,0.0887,0.0886,0.0,0.0371,0.1427,0.1427,0.0,0.047,45,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Appliance,0.9692,0.9769,0.9846,1.0,0.0482,0.091,1.888,0.071,0.1217,0.0,0.0,0.0966,0.1544,0.0,0.0,65,0,0,gptoss
LLM-Parameterized_Reference_Scoring,5,Shower,0.7556,0.7833,0.8167,0.95,0.0537,0.1019,1.8976,0.0753,0.0768,0.029,0.0337,0.1162,0.1154,0.0718,0.0977,60,0,0,gptoss
Direct_LLM_Scoring,1,Overall,0.012,0.0205,0.2615,0.6923,0.2375,0.298,1.2547,0.2577,0.2749,0.199,0.2183,0.3158,0.3421,0.2504,0.2755,195,0,195,qwen
Direct_LLM_Scoring,1,HVAC,-0.0,-0.0143,0.3143,0.6714,0.219,0.2736,1.2493,0.2521,0.2506,0.2186,0.1549,0.3063,0.3044,0.2732,0.1958,70,0,0,qwen
Direct_LLM_Scoring,1,Appliance,0.0051,0.0231,0.2154,0.7385,0.286,0.3501,1.2241,0.3118,0.3723,0.2029,0.257,0.3701,0.4391,0.2548,0.3094,65,0,0,qwen
Direct_LLM_Scoring,1,Shower,0.0333,0.0583,0.25,0.6667,0.2064,0.2618,1.2684,0.2056,0.1978,0.1718,0.2504,0.2572,0.2517,0.2153,0.3134,60,0,0,qwen
Direct_LLM_Scoring,2,Overall,0.0256,0.0179,0.3282,0.6923,0.2352,0.2945,1.2521,0.2576,0.2738,0.1914,0.218,0.3151,0.3378,0.2432,0.2726,195,0,195,qwen
Direct_LLM_Scoring,2,HVAC,0.0476,0.05,0.4,0.6857,0.2145,0.267,1.2448,0.2439,0.2426,0.2107,0.1608,0.2954,0.2944,0.2632,0.2051,70,0,0,qwen
Direct_LLM_Scoring,2,Appliance,-0.0769,-0.1,0.2,0.7077,0.2843,0.3451,1.2139,0.3163,0.3771,0.1962,0.2474,0.3726,0.4333,0.2469,0.2979,65,0,0,qwen
Direct_LLM_Scoring,2,Shower,0.1111,0.1083,0.3833,0.6833,0.2062,0.2639,1.2798,0.2101,0.1982,0.1638,0.2529,0.2656,0.2575,0.213,0.3103,60,0,0,qwen
Direct_LLM_Scoring,3,Overall,0.0275,0.0335,0.3093,0.701,0.2342,0.293,1.2511,0.2555,0.2764,0.1902,0.2147,0.3097,0.338,0.242,0.2733,194,1,195,qwen
Direct_LLM_Scoring,3,HVAC,-0.0476,-0.05,0.3,0.6571,0.2138,0.2639,1.2343,0.2548,0.2533,0.1994,0.1477,0.3003,0.2987,0.2514,0.1898,70,0,0,qwen
Direct_LLM_Scoring,3,Appliance,-0.0313,-0.0312,0.2344,0.6719,0.2798,0.3444,1.2309,0.3019,0.3731,0.1967,0.2475,0.3606,0.4352,0.2527,0.3018,64,0,0,qwen
Direct_LLM_Scoring,3,Shower,0.1778,0.2,0.4,0.7833,0.2093,0.2643,1.2628,0.2068,0.2001,0.1724,0.2578,0.2574,0.2517,0.2181,0.3198,60,0,0,qwen
Direct_LLM_Scoring,4,Overall,-0.0564,-0.0692,0.2769,0.6462,0.2348,0.2942,1.253,0.253,0.2721,0.1982,0.2159,0.3109,0.3365,0.2497,0.2722,195,0,195,qwen
Direct_LLM_Scoring,4,HVAC,-0.0571,-0.0786,0.3286,0.6429,0.2189,0.2734,1.249,0.2509,0.2499,0.2133,0.1616,0.3042,0.303,0.2686,0.2064,70,0,0,qwen
Direct_LLM_Scoring,4,Appliance,-0.0462,-0.0615,0.2308,0.6154,0.2818,0.3423,1.2147,0.3053,0.3702,0.2017,0.2499,0.3608,0.4284,0.2537,0.3011,65,0,0,qwen
Direct_LLM_Scoring,4,Shower,-0.0667,-0.0667,0.2667,0.6833,0.2025,0.2592,1.28,0.1988,0.1916,0.1769,0.2426,0.2554,0.2492,0.2207,0.3047,60,0,0,qwen
Direct_LLM_Scoring,5,Overall,0.0412,0.0361,0.3247,0.6546,0.2326,0.2943,1.2653,0.2531,0.2723,0.1926,0.2124,0.3087,0.3382,0.2468,0.2752,194,1,195,qwen
Direct_LLM_Scoring,5,HVAC,0.0435,0.029,0.2899,0.7101,0.2154,0.2689,1.2484,0.2499,0.2496,0.212,0.1504,0.2961,0.2956,0.272,0.2004,69,0,0,qwen
Direct_LLM_Scoring,5,Appliance,-0.0051,-0.0154,0.2769,0.6462,0.2823,0.3465,1.2274,0.3102,0.3749,0.1986,0.2454,0.3651,0.4376,0.2495,0.3051,65,0,0,qwen
Direct_LLM_Scoring,5,Shower,0.0889,0.1,0.4167,0.6,0.1986,0.2585,1.3016,0.1949,0.1874,0.1639,0.2479,0.2507,0.249,0.2109,0.3128,60,0,0,qwen
Example-Guided_LLM_Scoring,1,Overall,0.2205,0.2308,0.4615,0.7641,0.1953,0.2631,1.3472,0.2004,0.1964,0.1955,0.1888,0.2643,0.2654,0.2643,0.2582,195,0,195,qwen
Example-Guided_LLM_Scoring,1,HVAC,0.181,0.2071,0.4429,0.7286,0.1765,0.232,1.3144,0.1937,0.1924,0.1911,0.1287,0.2477,0.2447,0.2499,0.1776,70,0,0,qwen
Example-Guided_LLM_Scoring,1,Appliance,0.2,0.1923,0.4769,0.7846,0.2239,0.3063,1.368,0.2092,0.2043,0.2493,0.2328,0.2911,0.3011,0.3205,0.3118,65,0,0,qwen
Example-Guided_LLM_Scoring,1,Shower,0.2889,0.3,0.4667,0.7833,0.1862,0.246,1.3212,0.1989,0.1926,0.1423,0.2112,0.2525,0.2467,0.2071,0.2731,60,0,0,qwen
Example-Guided_LLM_Scoring,2,Overall,0.2137,0.2308,0.4513,0.8,0.1974,0.2646,1.3404,0.1988,0.1961,0.201,0.1938,0.2635,0.2639,0.2682,0.2626,195,0,195,qwen
Example-Guided_LLM_Scoring,2,HVAC,0.1429,0.1429,0.3571,0.8,0.1764,0.2317,1.3135,0.1893,0.1882,0.2007,0.1274,0.2444,0.2401,0.2616,0.1701,70,0,0,qwen
Example-Guided_LLM_Scoring,2,Appliance,0.3128,0.3385,0.5692,0.8615,0.228,0.307,1.3465,0.208,0.2045,0.2506,0.249,0.291,0.2974,0.3178,0.321,65,0,0,qwen
Example-Guided_LLM_Scoring,2,Shower,0.1889,0.2167,0.4333,0.7333,0.1888,0.2504,1.3263,0.2001,0.1963,0.1477,0.2114,0.2533,0.2517,0.211,0.2807,60,0,0,qwen
Example-Guided_LLM_Scoring,3,Overall,0.2205,0.2385,0.4821,0.7744,0.1893,0.2547,1.3455,0.1956,0.1916,0.186,0.1839,0.2579,0.2583,0.2554,0.247,195,0,195,qwen
Example-Guided_LLM_Scoring,3,HVAC,0.1714,0.2143,0.4714,0.7429,0.1668,0.22,1.3189,0.1862,0.1859,0.1778,0.1174,0.2378,0.2357,0.2379,0.1578,70,0,0,qwen
Example-Guided_LLM_Scoring,3,Appliance,0.2205,0.2231,0.5077,0.8154,0.22,0.2984,1.3564,0.2056,0.1996,0.2418,0.2332,0.2859,0.2936,0.3147,0.2984,65,0,0,qwen
Example-Guided_LLM_Scoring,3,Shower,0.2778,0.2833,0.4667,0.7667,0.1821,0.2407,1.3218,0.1956,0.1894,0.1352,0.2082,0.2483,0.242,0.1966,0.2698,60,0,0,qwen
Example-Guided_LLM_Scoring,4,Overall,0.241,0.2692,0.4821,0.8205,0.1948,0.2636,1.3532,0.1958,0.1967,0.1934,0.1932,0.2632,0.2695,0.2619,0.2598,195,0,195,qwen
Example-Guided_LLM_Scoring,4,HVAC,0.1524,0.1786,0.3857,0.8429,0.1793,0.2371,1.3224,0.1932,0.1911,0.1977,0.135,0.2522,0.2476,0.2562,0.185,70,0,0,qwen
Example-Guided_LLM_Scoring,4,Appliance,0.2615,0.3,0.5231,0.8,0.2261,0.3098,1.3702,0.2126,0.2195,0.2435,0.2287,0.3033,0.322,0.3147,0.2989,65,0,0,qwen
Example-Guided_LLM_Scoring,4,Shower,0.3222,0.3417,0.55,0.8167,0.179,0.2373,1.3257,0.1807,0.1784,0.1342,0.2226,0.2265,0.2284,0.1979,0.2874,60,0,0,qwen
Example-Guided_LLM_Scoring,5,Overall,0.1453,0.1513,0.4513,0.7436,0.1909,0.2568,1.3452,0.197,0.1925,0.1894,0.1847,0.2606,0.2594,0.2556,0.2517,195,0,195,qwen
Example-Guided_LLM_Scoring,5,HVAC,0.1524,0.1714,0.4,0.7429,0.1691,0.2252,1.3318,0.182,0.1822,0.1872,0.1249,0.2383,0.2363,0.2454,0.1734,70,0,0,qwen
Example-Guided_LLM_Scoring,5,Appliance,0.159,0.1538,0.5231,0.7846,0.223,0.2982,1.3372,0.2156,0.2061,0.245,0.2253,0.2927,0.2925,0.3128,0.2943,65,0,0,qwen
Example-Guided_LLM_Scoring,5,Shower,0.1222,0.125,0.4333,0.7,0.1815,0.2426,1.3366,0.1942,0.1898,0.1317,0.2104,0.2483,0.2465,0.1899,0.2773,60,0,0,qwen
LLM-Parameterized_Reference_Scoring,1,Overall,0.8969,0.9021,0.9175,0.9691,0.0729,0.1661,2.2785,0.1131,0.1532,0.009,0.0163,0.1954,0.2607,0.0399,0.051,194,1,195,qwen
LLM-Parameterized_Reference_Scoring,1,HVAC,0.9034,0.913,0.913,0.971,0.0568,0.1199,2.1109,0.1034,0.0999,0.0,0.0239,0.1729,0.1631,0.0,0.0308,69,0,0,qwen
LLM-Parameterized_Reference_Scoring,1,Appliance,0.9179,0.9154,0.9385,0.9692,0.1217,0.2432,1.9984,0.1816,0.3051,0.0,0.0,0.2681,0.4057,0.0,0.0,65,0,0,qwen
LLM-Parameterized_Reference_Scoring,1,Shower,0.8667,0.875,0.9,0.9667,0.0386,0.0928,2.4041,0.0501,0.05,0.029,0.0251,0.1058,0.1039,0.0718,0.0855,60,0,0,qwen
LLM-Parameterized_Reference_Scoring,2,Overall,0.8803,0.8897,0.8923,0.9692,0.0692,0.157,2.2688,0.1062,0.1444,0.0092,0.0169,0.1818,0.2476,0.04,0.0513,195,0,195,qwen
LLM-Parameterized_Reference_Scoring,2,HVAC,0.8571,0.8714,0.8429,0.9571,0.0509,0.1053,2.0688,0.0898,0.0886,0.0,0.0251,0.1489,0.1451,0.0,0.0328,70,0,0,qwen
LLM-Parameterized_Reference_Scoring,2,Appliance,0.8974,0.9,0.9231,0.9846,0.1185,0.2337,1.9722,0.1782,0.2938,0.0009,0.0012,0.2572,0.39,0.0072,0.0098,65,0,0,qwen
LLM-Parameterized_Reference_Scoring,2,Shower,0.8889,0.9,0.9167,0.9667,0.0371,0.0895,2.4124,0.0473,0.0477,0.029,0.0243,0.0996,0.099,0.0718,0.0849,60,0,0,qwen
LLM-Parameterized_Reference_Scoring,3,Overall,0.8598,0.8692,0.8872,0.959,0.0731,0.1633,2.2339,0.1141,0.1523,0.0089,0.0171,0.1931,0.2549,0.0398,0.0534,195,0,195,qwen
LLM-Parameterized_Reference_Scoring,3,HVAC,0.8762,0.8929,0.8714,0.9714,0.0551,0.1129,2.049,0.0995,0.0968,0.0,0.0241,0.1607,0.1554,0.0,0.0326,70,0,0,qwen
LLM-Parameterized_Reference_Scoring,3,Appliance,0.9077,0.9154,0.9385,0.9846,0.1207,0.2405,1.9925,0.1822,0.3007,0.0,0.0,0.2701,0.3979,0.0,0.0,65,0,0,qwen
LLM-Parameterized_Reference_Scoring,3,Shower,0.7889,0.7917,0.85,0.9167,0.0425,0.0956,2.2494,0.0572,0.0563,0.029,0.0273,0.1094,0.107,0.0718,0.0895,60,0,0,qwen
LLM-Parameterized_Reference_Scoring,4,Overall,0.8797,0.8943,0.8918,0.9794,0.0731,0.1666,2.2791,0.114,0.1529,0.009,0.0166,0.1987,0.2595,0.0399,0.0515,194,1,195,qwen
LLM-Parameterized_Reference_Scoring,4,HVAC,0.8841,0.9058,0.8696,0.9855,0.059,0.1327,2.2492,0.1083,0.1028,0.0,0.0248,0.1942,0.1778,0.0,0.0334,69,0,0,qwen
LLM-Parameterized_Reference_Scoring,4,Appliance,0.8872,0.8923,0.9077,0.9846,0.1193,0.2369,1.9858,0.1776,0.2997,0.0,0.0,0.2593,0.3966,0.0,0.0,65,0,0,qwen
LLM-Parameterized_Reference_Scoring,4,Shower,0.8667,0.8833,0.9,0.9667,0.0393,0.0934,2.3766,0.0518,0.0514,0.029,0.0251,0.107,0.1048,0.0718,0.0855,60,0,0,qwen
LLM-Parameterized_Reference_Scoring,5,Overall,0.8838,0.8923,0.8974,0.9692,0.0706,0.1574,2.2295,0.1101,0.1464,0.0089,0.0171,0.1878,0.2441,0.0398,0.0513,195,0,195,qwen
LLM-Parameterized_Reference_Scoring,5,HVAC,0.8857,0.9,0.8714,0.9714,0.0613,0.1266,2.0653,0.1112,0.1074,0.0,0.0267,0.1827,0.1721,0.0,0.0342,70,0,0,qwen
LLM-Parameterized_Reference_Scoring,5,Appliance,0.9179,0.9231,0.9385,0.9846,0.108,0.2196,2.0333,0.1595,0.2725,0.0,0.0,0.2411,0.3671,0.0,0.0,65,0,0,qwen
LLM-Parameterized_Reference_Scoring,5,Shower,0.8444,0.85,0.8833,0.95,0.041,0.0977,2.3829,0.0553,0.0553,0.029,0.0243,0.1126,0.1147,0.0718,0.0849,60,0,0,qwen
