source,model,architecture,decision_type,criterion,statistic,value,sd_across_runs
architecture,gemini,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,n_scenarios,195.0,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.140922,0.000303
architecture,gemini,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.07301,0.000157
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_range,0.329167,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_sd,0.170967,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_range,0.352833,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_sd,0.177585,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_range,0.359833,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_sd,0.180948,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.177418,0.000313
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.091616,0.00018
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_range,0.375033,0.001565
architecture,gemini,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_sd,0.194671,0.000743
architecture,gptoss,Direct_LLM_Scoring,Appliance,comfort,within_scenario_range,0.272277,0.011926
architecture,gptoss,Direct_LLM_Scoring,Appliance,comfort,within_scenario_sd,0.145099,0.006502
architecture,gptoss,Direct_LLM_Scoring,Appliance,energy_cost,within_scenario_range,0.521569,0.009613
architecture,gptoss,Direct_LLM_Scoring,Appliance,energy_cost,within_scenario_sd,0.27852,0.0069
architecture,gptoss,Direct_LLM_Scoring,Appliance,environmental,within_scenario_range,0.522031,0.008941
architecture,gptoss,Direct_LLM_Scoring,Appliance,environmental,within_scenario_sd,0.278358,0.007062
architecture,gptoss,Direct_LLM_Scoring,Appliance,mavt_aggregate,n_scenarios,65.0,0.0
architecture,gptoss,Direct_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.376908,0.008122
architecture,gptoss,Direct_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.197057,0.005345
architecture,gptoss,Direct_LLM_Scoring,Appliance,practicality,within_scenario_range,0.269508,0.01869
architecture,gptoss,Direct_LLM_Scoring,Appliance,practicality,within_scenario_sd,0.142624,0.008982
architecture,gptoss,Direct_LLM_Scoring,HVAC,comfort,within_scenario_range,0.183857,0.017961
architecture,gptoss,Direct_LLM_Scoring,HVAC,comfort,within_scenario_sd,0.099887,0.010027
architecture,gptoss,Direct_LLM_Scoring,HVAC,energy_cost,within_scenario_range,0.149771,0.013897
architecture,gptoss,Direct_LLM_Scoring,HVAC,energy_cost,within_scenario_sd,0.082708,0.007602
architecture,gptoss,Direct_LLM_Scoring,HVAC,environmental,within_scenario_range,0.146057,0.014085
architecture,gptoss,Direct_LLM_Scoring,HVAC,environmental,within_scenario_sd,0.079685,0.007612
architecture,gptoss,Direct_LLM_Scoring,HVAC,mavt_aggregate,n_scenarios,70.0,0.0
architecture,gptoss,Direct_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.123744,0.014244
architecture,gptoss,Direct_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.065758,0.007323
architecture,gptoss,Direct_LLM_Scoring,HVAC,practicality,within_scenario_range,0.142086,0.013731
architecture,gptoss,Direct_LLM_Scoring,HVAC,practicality,within_scenario_sd,0.077991,0.008064
architecture,gptoss,Direct_LLM_Scoring,Overall,all,marginal_frac_in_central_band,0.471538,0.009482
architecture,gptoss,Direct_LLM_Scoring,Overall,all,marginal_mean,0.67204,0.004376
architecture,gptoss,Direct_LLM_Scoring,Overall,all,marginal_n_scores,2340.0,0.0
architecture,gptoss,Direct_LLM_Scoring,Overall,all,marginal_sd,0.20314,0.002817
architecture,gptoss,Direct_LLM_Scoring,Overall,mavt_aggregate,n_scenarios,195.0,0.0
architecture,gptoss,Direct_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.210118,0.007188
architecture,gptoss,Direct_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.110403,0.003793
architecture,gptoss,Direct_LLM_Scoring,Shower,comfort,within_scenario_range,0.336333,0.011065
architecture,gptoss,Direct_LLM_Scoring,Shower,comfort,within_scenario_sd,0.178396,0.005553
architecture,gptoss,Direct_LLM_Scoring,Shower,energy_cost,within_scenario_range,0.148,0.014381
architecture,gptoss,Direct_LLM_Scoring,Shower,energy_cost,within_scenario_sd,0.081556,0.007374
architecture,gptoss,Direct_LLM_Scoring,Shower,environmental,within_scenario_range,0.149,0.015039
architecture,gptoss,Direct_LLM_Scoring,Shower,environmental,within_scenario_sd,0.082075,0.007621
architecture,gptoss,Direct_LLM_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,gptoss,Direct_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.1302,0.007329
architecture,gptoss,Direct_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.068616,0.004127
architecture,gptoss,Direct_LLM_Scoring,Shower,practicality,within_scenario_range,0.196167,0.011127
architecture,gptoss,Direct_LLM_Scoring,Shower,practicality,within_scenario_sd,0.107597,0.005679
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,comfort,within_scenario_range,0.366615,0.023177
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,comfort,within_scenario_sd,0.194597,0.012803
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,energy_cost,within_scenario_range,0.426308,0.018497
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,energy_cost,within_scenario_sd,0.230443,0.00962
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,environmental,within_scenario_range,0.310892,0.013282
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,environmental,within_scenario_sd,0.171247,0.007911
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,n_scenarios,65.0,0.0
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.266771,0.010434
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.140364,0.005934
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,practicality,within_scenario_range,0.342369,0.016493
architecture,gptoss,Example-Guided_LLM_Scoring,Appliance,practicality,within_scenario_sd,0.182587,0.008248
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,comfort,within_scenario_range,0.348286,0.01899
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,comfort,within_scenario_sd,0.185964,0.010162
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,energy_cost,within_scenario_range,0.243143,0.014442
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,energy_cost,within_scenario_sd,0.130292,0.008094
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,environmental,within_scenario_range,0.237286,0.012324
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,environmental,within_scenario_sd,0.127338,0.007078
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,n_scenarios,70.0,0.0
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.171906,0.010407
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.091188,0.005404
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,practicality,within_scenario_range,0.105429,0.002884
architecture,gptoss,Example-Guided_LLM_Scoring,HVAC,practicality,within_scenario_sd,0.057915,0.002152
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,all,marginal_frac_in_central_band,0.465641,0.009385
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,all,marginal_mean,0.670299,0.00078
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,all,marginal_n_scores,2340.0,0.0
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,all,marginal_sd,0.231074,0.002676
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,n_scenarios,195.0,0.0
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.206466,0.002783
architecture,gptoss,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.10876,0.001823
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,comfort,within_scenario_range,0.262933,0.010553
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,comfort,within_scenario_sd,0.13991,0.005557
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,energy_cost,within_scenario_range,0.322,0.004491
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,energy_cost,within_scenario_sd,0.167702,0.003152
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,environmental,within_scenario_range,0.337567,0.00888
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,environmental,within_scenario_sd,0.174984,0.005606
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.181455,0.007658
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.095022,0.004034
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,practicality,within_scenario_range,0.319467,0.007173
architecture,gptoss,Example-Guided_LLM_Scoring,Shower,practicality,within_scenario_sd,0.169072,0.004395
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,comfort,within_scenario_range,0.465692,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,comfort,within_scenario_sd,0.239935,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,energy_cost,within_scenario_range,0.2604,0.003716
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,energy_cost,within_scenario_sd,0.150342,0.002145
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,environmental,within_scenario_range,0.0276,0.002585
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,environmental,within_scenario_sd,0.015935,0.001492
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,n_scenarios,65.0,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.176582,0.001919
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.091937,0.000992
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,practicality,within_scenario_range,0.609385,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Appliance,practicality,within_scenario_sd,0.313656,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,comfort,within_scenario_range,0.419265,0.010784
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,comfort,within_scenario_sd,0.217709,0.005422
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,energy_cost,within_scenario_range,0.080203,0.002765
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,energy_cost,within_scenario_sd,0.041475,0.001499
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,environmental,within_scenario_range,0.079152,0.002996
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,environmental,within_scenario_sd,0.041011,0.001625
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,n_scenarios,46.6,2.701851
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.081322,0.00296
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.041846,0.001478
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,practicality,within_scenario_range,0.099602,0.006381
architecture,gptoss,LLM-Parameterized_Reference_Scoring,HVAC,practicality,within_scenario_sd,0.054083,0.003598
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_frac_in_central_band,0.395209,0.004191
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_mean,0.662228,0.004222
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_n_scores,2059.2,32.422215
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_sd,0.266546,0.003658
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,n_scenarios,171.6,2.701851
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.150396,0.002731
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.077972,0.001397
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_range,0.329167,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_sd,0.170967,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_range,0.359433,0.009264
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_sd,0.181276,0.004665
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_range,0.368033,0.008909
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_sd,0.185623,0.004287
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.17568,0.006075
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.090905,0.003197
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_range,0.376633,0.011296
architecture,gptoss,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_sd,0.195114,0.005599
architecture,qwen,Direct_LLM_Scoring,Appliance,comfort,within_scenario_range,0.367932,0.01459
architecture,qwen,Direct_LLM_Scoring,Appliance,comfort,within_scenario_sd,0.205047,0.00821
architecture,qwen,Direct_LLM_Scoring,Appliance,energy_cost,within_scenario_range,0.473462,0.020709
architecture,qwen,Direct_LLM_Scoring,Appliance,energy_cost,within_scenario_sd,0.259022,0.010868
architecture,qwen,Direct_LLM_Scoring,Appliance,environmental,within_scenario_range,0.477337,0.019757
architecture,qwen,Direct_LLM_Scoring,Appliance,environmental,within_scenario_sd,0.26081,0.010681
architecture,qwen,Direct_LLM_Scoring,Appliance,mavt_aggregate,n_scenarios,64.8,0.447214
architecture,qwen,Direct_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.229105,0.013557
architecture,qwen,Direct_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.122907,0.007437
architecture,qwen,Direct_LLM_Scoring,Appliance,practicality,within_scenario_range,0.315079,0.016019
architecture,qwen,Direct_LLM_Scoring,Appliance,practicality,within_scenario_sd,0.170314,0.008532
architecture,qwen,Direct_LLM_Scoring,HVAC,comfort,within_scenario_range,0.233995,0.013235
architecture,qwen,Direct_LLM_Scoring,HVAC,comfort,within_scenario_sd,0.124934,0.006217
architecture,qwen,Direct_LLM_Scoring,HVAC,energy_cost,within_scenario_range,0.240043,0.025537
architecture,qwen,Direct_LLM_Scoring,HVAC,energy_cost,within_scenario_sd,0.129835,0.013026
architecture,qwen,Direct_LLM_Scoring,HVAC,environmental,within_scenario_range,0.240216,0.025476
architecture,qwen,Direct_LLM_Scoring,HVAC,environmental,within_scenario_sd,0.130006,0.013039
architecture,qwen,Direct_LLM_Scoring,HVAC,mavt_aggregate,n_scenarios,69.8,0.447214
architecture,qwen,Direct_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.183891,0.018673
architecture,qwen,Direct_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.097551,0.009595
architecture,qwen,Direct_LLM_Scoring,HVAC,practicality,within_scenario_range,0.233242,0.007741
architecture,qwen,Direct_LLM_Scoring,HVAC,practicality,within_scenario_sd,0.124462,0.004084
architecture,qwen,Direct_LLM_Scoring,Overall,all,marginal_frac_in_central_band,0.550378,0.011992
architecture,qwen,Direct_LLM_Scoring,Overall,all,marginal_mean,0.645845,0.002633
architecture,qwen,Direct_LLM_Scoring,Overall,all,marginal_n_scores,2335.2,6.572671
architecture,qwen,Direct_LLM_Scoring,Overall,all,marginal_sd,0.211976,0.00463
architecture,qwen,Direct_LLM_Scoring,Overall,mavt_aggregate,n_scenarios,194.6,0.547723
architecture,qwen,Direct_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.181193,0.011483
architecture,qwen,Direct_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.096662,0.005878
architecture,qwen,Direct_LLM_Scoring,Shower,comfort,within_scenario_range,0.142667,0.007509
architecture,qwen,Direct_LLM_Scoring,Shower,comfort,within_scenario_sd,0.077595,0.004056
architecture,qwen,Direct_LLM_Scoring,Shower,energy_cost,within_scenario_range,0.145333,0.011955
architecture,qwen,Direct_LLM_Scoring,Shower,energy_cost,within_scenario_sd,0.08001,0.006467
architecture,qwen,Direct_LLM_Scoring,Shower,environmental,within_scenario_range,0.145333,0.011955
architecture,qwen,Direct_LLM_Scoring,Shower,environmental,within_scenario_sd,0.08001,0.006467
architecture,qwen,Direct_LLM_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,qwen,Direct_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.126325,0.007422
architecture,qwen,Direct_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.067291,0.003669
architecture,qwen,Direct_LLM_Scoring,Shower,practicality,within_scenario_range,0.1605,0.008632
architecture,qwen,Direct_LLM_Scoring,Shower,practicality,within_scenario_sd,0.086377,0.004619
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,comfort,within_scenario_range,0.488615,0.022224
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,comfort,within_scenario_sd,0.264282,0.010861
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,energy_cost,within_scenario_range,0.270923,0.015494
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,energy_cost,within_scenario_sd,0.146626,0.008076
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,environmental,within_scenario_range,0.268615,0.014426
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,environmental,within_scenario_sd,0.145552,0.007109
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,n_scenarios,65.0,0.0
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.225092,0.007587
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.11861,0.003757
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,practicality,within_scenario_range,0.403538,0.011022
architecture,qwen,Example-Guided_LLM_Scoring,Appliance,practicality,within_scenario_sd,0.216278,0.006343
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,comfort,within_scenario_range,0.260429,0.007802
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,comfort,within_scenario_sd,0.138843,0.003944
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,energy_cost,within_scenario_range,0.204429,0.011577
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,energy_cost,within_scenario_sd,0.110521,0.007113
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,environmental,within_scenario_range,0.204571,0.011061
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,environmental,within_scenario_sd,0.110505,0.006783
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,n_scenarios,70.0,0.0
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.149779,0.010854
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.079152,0.00565
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,practicality,within_scenario_range,0.113771,0.013637
architecture,qwen,Example-Guided_LLM_Scoring,HVAC,practicality,within_scenario_sd,0.0622,0.006777
architecture,qwen,Example-Guided_LLM_Scoring,Overall,all,marginal_frac_in_central_band,0.473675,0.011072
architecture,qwen,Example-Guided_LLM_Scoring,Overall,all,marginal_mean,0.665144,0.004617
architecture,qwen,Example-Guided_LLM_Scoring,Overall,all,marginal_n_scores,2340.0,0.0
architecture,qwen,Example-Guided_LLM_Scoring,Overall,all,marginal_sd,0.226976,0.002702
architecture,qwen,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,n_scenarios,195.0,0.0
architecture,qwen,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.174505,0.007544
architecture,qwen,Example-Guided_LLM_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.092049,0.003578
architecture,qwen,Example-Guided_LLM_Scoring,Shower,comfort,within_scenario_range,0.200667,0.011952
architecture,qwen,Example-Guided_LLM_Scoring,Shower,comfort,within_scenario_sd,0.106678,0.006932
architecture,qwen,Example-Guided_LLM_Scoring,Shower,energy_cost,within_scenario_range,0.281167,0.012085
architecture,qwen,Example-Guided_LLM_Scoring,Shower,energy_cost,within_scenario_sd,0.148954,0.005682
architecture,qwen,Example-Guided_LLM_Scoring,Shower,environmental,within_scenario_range,0.2799,0.01456
architecture,qwen,Example-Guided_LLM_Scoring,Shower,environmental,within_scenario_sd,0.148919,0.006856
architecture,qwen,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,qwen,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.148548,0.009768
architecture,qwen,Example-Guided_LLM_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.078322,0.004679
architecture,qwen,Example-Guided_LLM_Scoring,Shower,practicality,within_scenario_range,0.220333,0.025878
architecture,qwen,Example-Guided_LLM_Scoring,Shower,practicality,within_scenario_sd,0.118108,0.013632
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,comfort,within_scenario_range,0.465631,0.000138
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,comfort,within_scenario_sd,0.239912,5.1e-05
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,energy_cost,within_scenario_range,0.324215,0.004623
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,energy_cost,within_scenario_sd,0.187186,0.002669
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,environmental,within_scenario_range,0.037138,0.001154
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,environmental,within_scenario_sd,0.021442,0.000666
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,n_scenarios,65.0,0.0
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_range,0.173717,0.002081
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,mavt_aggregate,within_scenario_aggregate_sd,0.090339,0.001119
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,practicality,within_scenario_range,0.609231,0.000344
architecture,qwen,LLM-Parameterized_Reference_Scoring,Appliance,practicality,within_scenario_sd,0.313584,0.000161
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,comfort,within_scenario_range,0.417332,0.000668
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,comfort,within_scenario_sd,0.215915,0.000298
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,energy_cost,within_scenario_range,0.096085,0.002253
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,energy_cost,within_scenario_sd,0.049135,0.001161
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,environmental,within_scenario_range,0.092822,0.002163
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,environmental,within_scenario_sd,0.047446,0.00108
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,n_scenarios,69.6,0.547723
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_range,0.075951,0.001498
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,mavt_aggregate,within_scenario_aggregate_sd,0.039272,0.000755
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,practicality,within_scenario_range,0.088222,0.00062
architecture,qwen,LLM-Parameterized_Reference_Scoring,HVAC,practicality,within_scenario_sd,0.048234,0.000336
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_frac_in_central_band,0.445794,0.004408
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_mean,0.62614,0.002329
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_n_scores,2335.2,6.572671
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,all,marginal_sd,0.26808,0.001336
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,n_scenarios,194.6,0.547723
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_range,0.143087,0.00136
architecture,qwen,LLM-Parameterized_Reference_Scoring,Overall,mavt_aggregate,within_scenario_aggregate_sd,0.074353,0.000697
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_range,0.329167,0.0
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,comfort,within_scenario_sd,0.170967,0.0
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_range,0.386067,0.005383
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,energy_cost,within_scenario_sd,0.194117,0.002761
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_range,0.396067,0.005588
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,environmental,within_scenario_sd,0.198964,0.00281
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,n_scenarios,60.0,0.0
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_range,0.187778,0.00259
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,mavt_aggregate,within_scenario_aggregate_sd,0.097727,0.001383
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_range,0.359667,0.003551
architecture,qwen,LLM-Parameterized_Reference_Scoring,Shower,practicality,within_scenario_sd,0.186665,0.001635
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,energy_cost,gt_top1_recovery_pct,10.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,energy_cost,n_scenarios,70.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,environmental,gt_top1_recovery_pct,10.0,
single_criterion_recovery_test_195,ground_truth,GroundTruth,HVAC,environmental,n_scenarios,70.0,
