scenario_id,description,location,occupants,gpm,utility_budget,housing_type,outdoor_temp,alternative,duration_min,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_water_gallons
53,How long should I shower?,"Bradford, PA",2,2.0,190,Single-family,5,8,8.0,7.53,8.74,9.96,7.6,8.45,1,2.547530455171008,0.48403078648249154,16.0
53,How long should I shower?,"Bradford, PA",2,2.0,190,Single-family,5,12,12.0,5.73,7.56,9.21,6.69,7.210500000000001,3,3.821295682756512,0.7260461797237373,24.0
54,How long should I shower?,"Media, PA",3,2.5,255,Townhouse,85,5,5.0,9.24,9.26,7.43,3.48,8.020999999999999,1,1.3268387787348999,0.25209936795963095,12.5
54,How long should I shower?,"Media, PA",3,2.5,255,Townhouse,85,8,8.0,8.12,8.15,9.96,4.64,7.976499999999999,2,2.1229420459758397,0.40335898873540954,20.0
54,How long should I shower?,"Media, PA",3,2.5,255,Townhouse,85,12,12.0,6.63,6.67,9.21,6.69,7.169,3,3.1844130689637598,0.6050384831031144,30.0
55,How long should I shower?,"King of Prussia, PA",2,2.0,195,Condo,65,3,3.0,10.0,10.0,5.13,2.2,7.856,3,0.7109387316756299,0.13507835901836968,6.0
55,How long should I shower?,"King of Prussia, PA",2,2.0,195,Condo,65,5,5.0,9.44,9.63,7.43,3.48,8.2105,2,1.1848978861260502,0.22513059836394952,10.0
55,How long should I shower?,"King of Prussia, PA",2,2.0,195,Condo,65,8,8.0,8.44,8.74,9.96,7.6,8.722999999999999,1,1.8958366178016801,0.36020895738231923,16.0
56,How long should I shower?,"Blue Bell, PA",3,2.5,245,Condo,78,3,3.0,9.99,10.0,5.13,2.2,7.853,3,0.7961032672409399,0.1512596207757786,7.5
56,How long should I shower?,"Blue Bell, PA",3,2.5,245,Condo,78,5,5.0,9.24,9.26,7.43,3.48,8.020999999999999,1,1.3268387787348999,0.25209936795963095,12.5
56,How long should I shower?,"Blue Bell, PA",3,2.5,245,Condo,78,8,8.0,8.12,8.15,9.96,4.64,7.976499999999999,2,2.1229420459758397,0.40335898873540954,20.0
57,How long should I shower?,"Philadelphia, PA",3,2.5,250,Rowhouse,72,3,3.0,9.95,10.0,5.13,2.2,7.840999999999999,3,0.8238743114470191,0.15653611917493362,7.5
57,How long should I shower?,"Philadelphia, PA",3,2.5,250,Rowhouse,72,5,5.0,9.18,9.26,7.43,3.48,8.002999999999998,1,1.3731238524116984,0.2608935319582227,12.5
57,How long should I shower?,"Philadelphia, PA",3,2.5,250,Rowhouse,72,8,8.0,8.02,8.15,9.96,4.64,7.9464999999999995,2,2.1969981638587175,0.41742965113315633,20.0
58,How long should I shower?,"Lancaster, PA",2,2.0,195,Rowhouse,58,3,3.0,10.0,10.0,5.13,2.2,7.856,3,0.7627780141936447,0.1449278226967925,6.0
58,How long should I shower?,"Lancaster, PA",2,2.0,195,Rowhouse,58,5,5.0,9.32,9.63,7.43,3.48,8.1745,2,1.2712966903227412,0.24154637116132083,10.0
58,How long should I shower?,"Lancaster, PA",2,2.0,195,Rowhouse,58,8,8.0,8.25,8.74,9.96,7.6,8.666,1,2.034074704516386,0.3864741938581134,16.0
59,How long should I shower?,"State College, PA",1,1.5,145,Apartment,35,4,4.0,9.8,10.0,4.33,2.86,7.734999999999999,3,0.9331070853242646,0.17729034621161027,6.0
59,How long should I shower?,"State College, PA",1,1.5,145,Apartment,35,6,6.0,9.14,9.78,6.79,5.01,8.2745,2,1.3996606279863968,0.2659355193174154,9.0
59,How long should I shower?,"State College, PA",1,1.5,145,Apartment,35,10,10.0,7.83,8.89,8.14,8.45,8.356,1,2.3327677133106612,0.44322586552902565,15.0
60,How long should I shower?,"Indiana, PA",1,2.0,155,Apartment,48,4,4.0,9.54,9.93,6.34,2.86,8.0345,3,1.1157788427686972,0.21199798012605248,8.0
60,How long should I shower?,"Indiana, PA",1,2.0,155,Apartment,48,6,6.0,8.76,9.33,8.42,5.01,8.328999999999999,1,1.6736682641530456,0.3179969701890787,12.0
60,How long should I shower?,"Indiana, PA",1,2.0,155,Apartment,48,10,10.0,7.19,8.15,9.59,8.45,8.195,2,2.789447106921743,0.5299949503151312,20.0
61,How long should I shower?,"Pittsburgh, PA",3,2.5,245,Townhouse,62,3,3.0,9.82,10.0,5.13,2.2,7.802,3,0.916444458800617,0.17412444717211722,7.5
61,How long should I shower?,"Pittsburgh, PA",3,2.5,245,Townhouse,62,5,5.0,8.96,9.26,7.43,3.48,7.937,1,1.5274074313343617,0.2902074119535287,12.5
61,How long should I shower?,"Pittsburgh, PA",3,2.5,245,Townhouse,62,8,8.0,7.67,8.15,9.96,4.64,7.841499999999999,2,2.4438518901349786,0.46433185912564595,20.0
62,How long should I shower?,"West Mifflin, PA",4,3.0,295,Single-family,70,3,3.0,9.69,9.78,5.13,2.2,7.685999999999999,2,1.0108660091012862,0.1920645417292444,9.0
62,How long should I shower?,"West Mifflin, PA",4,3.0,295,Single-family,70,4,4.0,9.21,9.33,6.34,2.86,7.7255,1,1.3478213454683818,0.25608605563899256,12.0
62,How long should I shower?,"West Mifflin, PA",4,3.0,295,Single-family,70,6,6.0,8.27,8.44,8.42,1.51,7.3454999999999995,3,2.0217320182025724,0.3841290834584888,18.0
63,How long should I shower?,"Pittsburgh, PA",2,2.0,185,Single-family,28,3,3.0,9.77,10.0,5.13,2.2,7.786999999999999,3,0.955323920689128,0.18151154493093433,6.0
63,How long should I shower?,"Pittsburgh, PA",2,2.0,185,Single-family,28,5,5.0,8.87,9.63,7.43,3.48,8.039499999999999,2,1.59220653448188,0.30251924155155724,10.0
63,How long should I shower?,"Pittsburgh, PA",2,2.0,185,Single-family,28,8,8.0,7.53,8.74,9.96,7.6,8.45,1,2.547530455171008,0.48403078648249154,16.0
64,How long should I shower?,"Exton, PA",3,2.5,260,Condo,62,3,3.0,9.82,10.0,5.13,2.2,7.802,3,0.916444458800617,0.17412444717211722,7.5
64,How long should I shower?,"Exton, PA",3,2.5,260,Condo,62,5,5.0,8.96,9.26,7.43,3.48,7.937,1,1.5274074313343617,0.2902074119535287,12.5
64,How long should I shower?,"Exton, PA",3,2.5,260,Condo,62,8,8.0,7.67,8.15,9.96,4.64,7.841499999999999,2,2.4438518901349786,0.46433185912564595,20.0
65,How long should I shower?,"Pottstown, PA",2,2.0,195,Condo,75,3,3.0,10.0,10.0,5.13,2.2,7.856,3,0.636882613792752,0.12100769662062288,6.0
65,How long should I shower?,"Pottstown, PA",2,2.0,195,Condo,75,5,5.0,9.62,9.63,7.43,3.48,8.2645,2,1.06147102298792,0.20167949436770483,10.0
65,How long should I shower?,"Pottstown, PA",2,2.0,195,Condo,75,8,8.0,8.72,8.74,9.96,7.6,8.807,1,1.698353636780672,0.32268719098832765,16.0
66,How long should I shower?,"Phoenixville, PA",4,2.5,310,Condo,55,3,3.0,9.73,10.0,5.13,2.2,7.775,2,0.9812435619481353,0.1864362767701457,7.5
66,How long should I shower?,"Phoenixville, PA",4,2.5,310,Condo,55,5,5.0,8.81,9.26,7.43,3.48,7.892,1,1.6354059365802256,0.3107271279502429,12.5
66,How long should I shower?,"Phoenixville, PA",4,2.5,310,Condo,55,7,7.0,7.89,8.52,9.32,3.07,7.6735,3,2.2895683112123155,0.43501797913033996,17.5
67,How long should I shower?,"Bethlehem, PA",2,2.0,200,Rowhouse,62,3,3.0,10.0,10.0,5.13,2.2,7.856,3,0.7331555670404936,0.13929955773769379,6.0
67,How long should I shower?,"Bethlehem, PA",2,2.0,200,Rowhouse,62,5,5.0,9.39,9.63,7.43,3.48,8.1955,2,1.2219259450674893,0.23216592956282298,10.0
67,How long should I shower?,"Bethlehem, PA",2,2.0,200,Rowhouse,62,8,8.0,8.36,8.74,9.96,7.6,8.699,1,1.9550815121079828,0.3714654873005167,16.0
68,How long should I shower?,"Hazleton, PA",3,2.5,250,Rowhouse,48,3,3.0,9.64,10.0,5.13,2.2,7.747999999999999,2,1.0460426650956536,0.1987481063681742,7.5
68,How long should I shower?,"Hazleton, PA",3,2.5,250,Rowhouse,48,5,5.0,8.66,9.26,7.43,3.48,7.8469999999999995,1,1.7434044418260892,0.33124684394695697,12.5
68,How long should I shower?,"Hazleton, PA",3,2.5,250,Rowhouse,48,8,8.0,7.19,8.15,9.96,4.64,7.6975,3,2.789447106921743,0.5299949503151312,20.0
69,How long should I shower?,"Wilkes-Barre, PA",4,2.0,280,Rowhouse,70,3,3.0,10.0,10.0,5.13,2.2,7.856,3,0.6739106727341909,0.12804302781949628,6.0
69,How long should I shower?,"Wilkes-Barre, PA",4,2.0,280,Rowhouse,70,5,5.0,9.53,9.63,7.43,3.48,8.237499999999999,2,1.123184454556985,0.21340504636582713,10.0
69,How long should I shower?,"Wilkes-Barre, PA",4,2.0,280,Rowhouse,70,7,7.0,8.9,9.04,9.32,6.37,8.6535,1,1.572458236379779,0.298767064912158,14.0
70,How long should I shower?,"Meadville, PA",1,1.5,140,Apartment,38,4,4.0,9.83,10.0,4.33,2.86,7.744,3,0.9108902499594012,0.17306914749228622,6.0
70,How long should I shower?,"Meadville, PA",1,1.5,140,Apartment,38,6,6.0,9.19,9.78,6.79,5.01,8.2895,2,1.3663353749391016,0.2596037212384293,9.0
70,How long should I shower?,"Meadville, PA",1,1.5,140,Apartment,38,10,10.0,7.91,8.89,8.14,8.45,8.379999999999999,1,2.277225624898503,0.43267286873071564,15.0
71,How long should I shower?,"New Castle, PA",1,2.0,150,Apartment,45,4,4.0,9.5,9.93,6.34,2.86,8.022499999999999,3,1.1454012899218484,0.21762624508515122,8.0
71,How long should I shower?,"New Castle, PA",1,2.0,150,Apartment,45,6,6.0,8.69,9.33,8.42,5.01,8.308,1,1.7181019348827726,0.3264393676277268,12.0
71,How long should I shower?,"New Castle, PA",1,2.0,150,Apartment,45,10,10.0,7.08,8.15,9.59,8.45,8.161999999999999,2,2.8635032248046213,0.544065612712878,20.0
72,How long should I shower?,"Uniontown, PA",2,2.0,160,Apartment,52,3,3.0,9.98,10.0,5.13,2.2,7.85,3,0.8072116849233715,0.15337022013544058,6.0
72,How long should I shower?,"Uniontown, PA",2,2.0,160,Apartment,52,5,5.0,9.22,9.63,7.43,3.48,8.144499999999999,2,1.3453528082056192,0.2556170335590677,10.0
72,How long should I shower?,"Uniontown, PA",2,2.0,160,Apartment,52,8,8.0,8.08,8.74,9.96,7.6,8.615,1,2.152564493128991,0.4089872536945083,16.0
73,How long should I shower?,"Williamsport, PA",3,2.5,255,Single-family,48,3,3.0,9.64,10.0,5.13,2.2,7.747999999999999,2,1.0460426650956536,0.1987481063681742,7.5
73,How long should I shower?,"Williamsport, PA",3,2.5,255,Single-family,48,5,5.0,8.66,9.26,7.43,3.48,7.8469999999999995,1,1.7434044418260892,0.33124684394695697,12.5
73,How long should I shower?,"Williamsport, PA",3,2.5,255,Single-family,48,8,8.0,7.19,8.15,9.96,4.64,7.6975,3,2.789447106921743,0.5299949503151312,20.0
74,How long should I shower?,"Williamsport, PA",2,2.0,195,Apartment,35,3,3.0,9.8,10.0,5.13,2.2,7.795999999999999,3,0.9331070853242645,0.17729034621161024,6.0
74,How long should I shower?,"Williamsport, PA",2,2.0,195,Apartment,35,5,5.0,8.92,9.63,7.43,3.48,8.054499999999999,2,1.5551784755404405,0.29548391035268373,10.0
74,How long should I shower?,"Williamsport, PA",2,2.0,195,Apartment,35,8,8.0,7.61,8.74,9.96,7.6,8.474,1,2.488285560864705,0.472774256564294,16.0
75,How long should I shower?,"West Mifflin, PA",3,2.5,250,Townhouse,60,3,3.0,9.8,10.0,5.13,2.2,7.795999999999999,3,0.9349584882713364,0.17764211277155392,7.5
75,How long should I shower?,"West Mifflin, PA",3,2.5,250,Townhouse,60,5,5.0,8.92,9.26,7.43,3.48,7.925,1,1.5582641471188938,0.2960701879525898,12.5
75,How long should I shower?,"West Mifflin, PA",3,2.5,250,Townhouse,60,8,8.0,7.6,8.15,9.96,4.64,7.8205,2,2.4932226353902305,0.4737123007241438,20.0
76,How long should I shower?,"McKeesport, PA",2,2.0,190,Apartment,42,3,3.0,9.87,10.0,5.13,2.2,7.817,3,0.8812678028062497,0.16744088253318745,6.0
76,How long should I shower?,"McKeesport, PA",2,2.0,190,Apartment,42,5,5.0,9.04,9.63,7.43,3.48,8.090499999999999,2,1.4687796713437495,0.2790681375553124,10.0
76,How long should I shower?,"McKeesport, PA",2,2.0,190,Apartment,42,8,8.0,7.8,8.74,9.96,7.6,8.530999999999999,1,2.3500474741499993,0.44650902008849985,16.0
